file,molecule,position,mol_pred_loaded,mol_true_loaded,mol_cond_loaded,sanitization,inchi_convertible,all_atoms_connected,no_radicals,molecular_formula,molecular_bonds,double_bond_stereochemistry,tetrahedral_chirality,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,non-aromatic_ring_non-flatness,double_bond_flatness,internal_energy,rmsd_â‰¤_2ã…
sigmaflow_rotdata_pred\7WKL_CAQ__7WKL_CAQ_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1.0,False
sigmaflow_rotdata_pred\7WL4_JFU__7WL4_JFU_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7WPW_F15__7WPW_F15_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7WQQ_5Z6__7WQQ_5Z6_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,False,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7WUX_6OI__7WUX_6OI_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7WUY_76N__7WUY_76N_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7X5N_5M5__7X5N_5M5_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7X9K_8OG__7X9K_8OG_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7XBV_APC__7XBV_APC_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7XEK_9YX__7XEK_9YX_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7XFA_D9J__7XFA_D9J_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7XIJ_EJ3__7XIJ_EJ3_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7XQZ_FPF__7XQZ_FPF_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7XRL_FWK__7XRL_FWK_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7YZU_DO7__7YZU_DO7_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7Z1Q_NIO__7Z1Q_NIO_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7Z2O_IAJ__7Z2O_IAJ_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7Z7F_IF3__7Z7F_IF3_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,1.0,False
sigmaflow_rotdata_pred\7ZCC_OGA__7ZCC_OGA_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,1.0,False
sigmaflow_rotdata_pred\7ZDY_6MJ__7ZDY_6MJ_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7ZHP_IQY__7ZHP_IQY_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,1.0,False
sigmaflow_rotdata_pred\7ZL5_IWE__7ZL5_IWE_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7ZTL_BCN__7ZTL_BCN_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\7ZZW_KKW__7ZZW_KKW_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\8A2D_KXY__8A2D_KXY_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\8AEM_LVF__8AEM_LVF_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,1.0,False
sigmaflow_rotdata_pred\8AEU_M0L__8AEU_M0L_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\8AIE_M7L__8AIE_M7L_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,False,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\8AIJ_M9I__8AIJ_M9I_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\8AJX_FUM__8AJX_FUM_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,False,True,True,False,False,True,True,True,1.0,False
sigmaflow_rotdata_pred\8AP0_PRP__8AP0_PRP_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\8AUH_L9I__8AUH_L9I_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,False,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\8AY3_OE3__8AY3_OE3_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\8BRO_R7E__8BRO_R7E_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\8C5D_GTB__8C5D_GTB_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\8C5M_MTA__8C5M_MTA_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\8C7Y_TXV__8C7Y_TXV_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\8CGC_LMR__8CGC_LMR_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\8CSD_C5P__8CSD_C5P_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\8D39_QDB__8D39_QDB_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\8D5D_5DK__8D5D_5DK_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,False,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\8DHG_T78__8DHG_T78_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\8DP2_UMA__8DP2_UMA_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\8DZT_G4P__8DZT_G4P_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\8EAB_VN2__8EAB_VN2_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\8EAD_UY0__8EAD_UY0_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,,False
sigmaflow_rotdata_pred\8ERS_WQO__8ERS_WQO_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\8EX2_Q2Q__8EX2_Q2Q_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\8EYE_X4I__8EYE_X4I_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\8F8E_XJI__8F8E_XJI_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\8FO5_Y4U__8FO5_Y4U_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\8FV9_80J__8FV9_80J_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\8HFN_XGC__8HFN_XGC_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,,False
sigmaflow_rotdata_pred\8HO0_3ZI__8HO0_3ZI_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
sigmaflow_rotdata_pred\8SLG_G5A__8SLG_G5A_ligand_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,0.0,False
