complex,seed,step,n_frag,n_atoms,rmsd,rot_mean_deg,rot_max_deg,trans_mean_A,com_offset_A,step_rot_deg,step_trans_A
7CUO_PHB,0,18,2,10,4.1832,157.596,173.812,3.5420,1.1168,4.569,0.0623
7CUO_PHB,0,19,2,10,4.1906,159.023,175.331,3.5427,1.0619,4.475,0.0618
7CUO_PHB,0,20,2,10,4.1992,160.200,176.549,3.5470,1.0080,4.067,0.0583
7CUO_PHB,0,21,2,10,4.2079,160.982,177.225,3.5545,0.9607,3.812,0.0537
7CUO_PHB,0,22,2,10,4.2149,161.442,177.653,3.5627,0.9188,3.549,0.0435
7CUO_PHB,0,23,2,10,4.2274,161.463,177.674,3.5825,0.9019,3.265,0.0487
7CUO_PHB,0,24,2,10,4.2411,160.930,176.916,3.6082,0.9065,0.000,0.0000
7D8Q_GZF,0,0,4,28,7.1661,110.396,148.619,6.3696,3.1102,0.547,0.2234
7D8Q_GZF,0,1,4,28,7.0285,110.650,148.570,6.2086,3.0109,0.497,0.2162
7D8Q_GZF,0,2,4,28,6.9007,110.935,148.627,6.0555,2.9177,0.626,0.2134
7D8Q_GZF,0,3,4,28,6.7833,111.271,148.706,5.9120,2.8237,0.894,0.2153
7D8Q_GZF,0,4,4,28,6.6778,111.666,148.808,5.7803,2.7267,1.201,0.2196
7D8Q_GZF,0,5,4,28,6.5885,112.143,148.995,5.6620,2.6351,1.662,0.2286
7D8Q_GZF,0,6,4,28,6.5235,112.761,149.243,5.5687,2.5425,1.875,0.2358
7D8Q_GZF,0,7,4,28,6.4766,113.379,149.662,5.4930,2.4488,2.299,0.2543
7D8Q_GZF,0,8,4,28,6.4542,114.298,150.378,5.4394,2.3592,2.601,0.2626
7D8Q_GZF,0,9,4,28,6.4466,115.399,151.100,5.4052,2.2617,2.897,0.2652
7D8Q_GZF,0,10,4,28,6.4511,116.643,152.015,5.3844,2.1721,3.053,0.2693
7D8Q_GZF,0,11,4,28,6.4751,118.017,153.257,5.3871,2.0912,3.238,0.2659
7D8Q_GZF,0,12,4,28,6.5077,119.477,154.718,5.4073,2.0084,3.400,0.2624
7D8Q_GZF,0,13,4,28,6.5532,121.001,156.146,5.4487,1.9325,3.602,0.2624
7D8Q_GZF,0,14,4,28,6.6053,122.491,157.890,5.5052,1.8641,3.655,0.2493
7D8Q_GZF,0,15,4,28,6.6553,124.102,159.617,5.5659,1.8045,3.840,0.2383
7D8Q_GZF,0,16,4,28,6.7179,125.737,161.498,5.6407,1.7689,3.927,0.2369
7D8Q_GZF,0,17,4,28,6.7876,127.473,163.721,5.7280,1.7424,4.022,0.2251
7D8Q_GZF,0,18,4,28,6.8619,129.303,165.891,5.8187,1.7337,4.098,0.2217
7D8Q_GZF,0,19,4,28,6.9419,131.109,168.568,5.9174,1.7369,4.083,0.2106
7D8Q_GZF,0,20,4,28,7.0252,132.917,171.576,6.0193,1.7506,3.931,0.2024
7D8Q_GZF,0,21,4,28,7.1095,134.785,174.775,6.1235,1.7712,3.990,0.1974
7D8Q_GZF,0,22,4,28,7.1951,136.848,178.076,6.2312,1.7959,3.951,0.1995
7D8Q_GZF,0,23,4,28,7.2864,138.358,178.359,6.3433,1.8217,3.931,0.2057
7D8Q_GZF,0,24,4,28,7.3905,138.978,174.750,6.4686,1.8422,0.000,0.0000
7E4L_MDN,0,0,2,9,6.1654,125.717,144.479,5.1176,3.4341,0.366,0.2362
7E4L_MDN,0,1,2,9,5.9272,125.812,144.531,4.9262,3.2030,0.324,0.2316
7E4L_MDN,0,2,2,9,5.6966,125.913,144.567,4.7422,2.9750,0.383,0.2280
7E4L_MDN,0,3,2,9,5.4709,126.039,144.614,4.5615,2.7502,0.406,0.2182
7E4L_MDN,0,4,2,9,5.2542,126.206,144.657,4.3867,2.5351,0.463,0.2197
7E4L_MDN,0,5,2,9,5.0382,126.393,144.682,4.2106,2.3197,0.570,0.2227
7E4L_MDN,0,6,2,9,4.8224,126.570,144.788,4.0350,2.1001,0.437,0.2162
7E4L_MDN,0,7,2,9,4.6186,126.695,144.887,3.8671,1.8890,0.528,0.2135
7E4L_MDN,0,8,2,9,4.4193,126.827,145.025,3.7004,1.6813,0.501,0.2060
7E4L_MDN,0,9,2,9,4.2273,127.005,145.129,3.5341,1.4843,0.626,0.2006
7E4L_MDN,0,10,2,9,4.0426,127.266,145.359,3.3693,1.2947,0.504,0.1927
7E4L_MDN,0,11,2,9,3.8697,127.530,145.566,3.2077,1.1222,0.503,0.1934
7E4L_MDN,0,12,2,9,3.7022,127.819,145.760,3.0451,0.9556,0.391,0.1926
7E4L_MDN,0,13,2,9,3.5419,128.080,145.811,2.8811,0.7988,0.578,0.1966
7E4L_MDN,0,14,2,9,3.3895,128.264,145.534,2.7158,0.6529,0.665,0.1975
7E4L_MDN,0,15,2,9,3.2451,128.483,145.224,2.5494,0.5166,1.061,0.2114
7E4L_MDN,0,16,2,9,3.1103,128.528,144.524,2.3842,0.3893,1.670,0.2253
7E4L_MDN,0,17,2,9,2.9873,128.491,143.487,2.2247,0.2788,1.984,0.2356
7E4L_MDN,0,18,2,9,2.8819,128.460,142.267,2.0779,0.2037,2.474,0.2436
7E4L_MDN,0,19,2,9,2.7937,127.971,140.332,1.9450,0.2026,2.765,0.2460
7E4L_MDN,0,20,2,9,2.7276,127.198,137.880,1.8348,0.2670,2.836,0.2410
7E4L_MDN,0,21,2,9,2.6819,126.250,135.252,1.7500,0.3485,3.163,0.2541
7E4L_MDN,0,22,2,9,2.6603,125.284,132.358,1.6940,0.4467,2.985,0.2399
7E4L_MDN,0,23,2,9,2.6564,124.521,129.840,1.6671,0.5295,2.969,0.2351
7E4L_MDN,0,24,2,9,2.6707,124.029,127.615,1.6735,0.6009,0.000,0.0000
7ECR_SIN,0,0,2,8,3.1670,151.002,178.195,2.4733,1.5997,0.176,0.0926
7ECR_SIN,0,1,2,8,3.1190,151.052,178.190,2.4189,1.5447,0.196,0.0881
7ECR_SIN,0,2,2,8,3.0746,151.101,178.161,2.3682,1.4905,0.230,0.0886
7ECR_SIN,0,3,2,8,3.0339,151.166,178.147,2.3212,1.4369,0.337,0.0935
7ECR_SIN,0,4,2,8,2.9971,151.266,178.144,2.2787,1.3827,0.476,0.0990
7ECR_SIN,0,5,2,8,2.9664,151.458,178.201,2.2433,1.3281,0.643,0.1026
7ECR_SIN,0,6,2,8,2.9407,151.712,178.291,2.2132,1.2737,0.724,0.1053
7ECR_SIN,0,7,2,8,2.9201,151.979,178.335,2.1890,1.2194,1.223,0.1155
7ECR_SIN,0,8,2,8,2.9108,152.435,178.403,2.1776,1.1655,1.337,0.1139
7ECR_SIN,0,9,2,8,2.9095,152.904,178.450,2.1758,1.1153,1.858,0.1277
7ECR_SIN,0,10,2,8,2.9203,153.609,178.564,2.1876,1.0607,2.284,0.1395
7ECR_SIN,0,11,2,8,2.9478,154.487,178.763,2.2197,1.0065,2.429,0.1469
7ECR_SIN,0,12,2,8,2.9878,155.328,178.939,2.2670,0.9529,2.937,0.1568
7ECR_SIN,0,13,2,8,3.0404,156.362,179.153,2.3281,0.8970,2.683,0.1593
7ECR_SIN,0,14,2,8,3.1010,157.277,179.290,2.3990,0.8415,2.413,0.1521
7ECR_SIN,0,15,2,8,3.1651,158.111,179.354,2.4740,0.7879,2.161,0.1484
7ECR_SIN,0,16,2,8,3.2325,158.855,179.240,2.5527,0.7374,2.090,0.1495
7ECR_SIN,0,17,2,8,3.3067,159.683,179.201,2.6391,0.6859,1.906,0.1511
7ECR_SIN,0,18,2,8,3.3927,160.334,179.022,2.7401,0.6348,1.993,0.1605
7ECR_SIN,0,19,2,8,3.4923,161.069,178.871,2.8566,0.5871,2.081,0.1618
7ECR_SIN,0,20,2,8,3.5962,161.962,178.744,2.9770,0.5413,2.120,0.1664
7ECR_SIN,0,21,2,8,3.7107,162.938,178.801,3.1096,0.5065,2.280,0.1601
7ECR_SIN,0,22,2,8,3.8309,163.661,178.351,3.2474,0.4867,2.812,0.1220
7ECR_SIN,0,23,2,8,3.9330,163.729,176.124,3.3630,0.4781,2.366,0.1747
7ECR_SIN,0,24,2,8,4.0715,163.308,173.414,3.5205,0.4836,0.000,0.0000
7ED2_A3P,0,0,4,27,6.3378,117.427,167.075,6.2257,2.6111,0.339,0.2123
7ED2_A3P,0,1,4,27,6.1554,117.472,166.944,6.0513,2.4587,0.328,0.2010
7ED2_A3P,0,2,4,27,5.9873,117.534,166.893,5.8879,2.3131,0.391,0.1983
7ED2_A3P,0,3,4,27,5.8249,117.589,166.846,5.7266,2.1689,0.536,0.1961
7ED2_A3P,0,4,4,27,5.6690,117.680,166.762,5.5675,2.0249,0.711,0.1976
7ED2_A3P,0,5,4,27,5.5198,117.825,166.772,5.4098,1.8798,0.903,0.2064
7ED2_A3P,0,6,4,27,5.3692,117.975,166.844,5.2435,1.7323,1.037,0.2077
7ED2_A3P,0,7,4,27,5.2239,118.153,167.038,5.0760,1.5893,1.297,0.2156
7ED2_A3P,0,8,4,27,5.0800,118.421,167.328,4.9021,1.4426,1.452,0.2188
7ED2_A3P,0,9,4,27,4.9446,118.711,167.696,4.7290,1.3063,1.749,0.2280
7ED2_A3P,0,10,4,27,4.8173,119.050,168.128,4.5542,1.1773,1.746,0.2338
7ED2_A3P,0,11,4,27,4.7020,119.372,168.516,4.3796,1.0621,1.802,0.2392
7ED2_A3P,0,12,4,27,4.5963,119.644,168.729,4.2033,0.9658,2.105,0.2470
7ED2_A3P,0,13,4,27,4.5005,119.931,168.989,4.0256,0.8833,2.196,0.2582
7ED2_A3P,0,14,4,27,4.4073,120.224,169.168,3.8369,0.8157,2.348,0.2531
7ED2_A3P,0,15,4,27,4.3322,120.687,169.230,3.6548,0.7722,2.608,0.2531
7ED2_A3P,0,16,4,27,4.2663,121.360,169.272,3.4752,0.7392,2.942,0.2597
7ED2_A3P,0,17,4,27,4.2202,122.244,169.306,3.3031,0.7275,3.041,0.2669
7ED2_A3P,0,18,4,27,4.1877,123.330,169.625,3.2058,0.7406,3.418,0.2678
7ED2_A3P,0,19,4,27,4.1736,124.758,170.066,3.2076,0.7735,3.564,0.2751
7ED2_A3P,0,20,4,27,4.1735,126.380,170.598,3.2127,0.8249,3.321,0.2702
7ED2_A3P,0,21,4,27,4.1879,127.850,171.417,3.2241,0.8912,3.363,0.2741
7ED2_A3P,0,22,4,27,4.2237,129.619,172.915,3.2576,0.9698,2.914,0.2627
7ED2_A3P,0,23,4,27,4.2758,131.434,175.309,3.3416,1.0589,2.881,0.2623
7ED2_A3P,0,24,4,27,4.3299,133.347,178.590,3.4621,1.1409,0.000,0.0000
7EN7_J79,0,0,5,24,6.9523,137.056,153.764,6.6716,5.3878,0.489,0.2327
7EN7_J79,0,1,5,24,6.7452,137.044,153.881,6.4719,5.1934,0.375,0.2285
7EN7_J79,0,2,5,24,6.5471,137.060,153.988,6.2794,5.0045,0.489,0.2214
7EN7_J79,0,3,5,24,6.3567,136.936,153.965,6.0926,4.8219,0.742,0.2211
7EN7_J79,0,4,5,24,6.1634,136.615,153.723,5.9000,4.6330,1.012,0.2242
7EN7_J79,0,5,5,24,5.9665,136.087,153.181,5.7029,4.4380,1.522,0.2269
7EN7_J79,0,6,5,24,5.7654,135.240,152.267,5.4994,4.2402,1.777,0.2205
7EN7_J79,0,7,5,24,5.5727,134.278,151.230,5.3047,4.0474,2.114,0.2154
7EN7_J79,0,8,5,24,5.3875,133.142,149.722,5.1160,3.8654,2.332,0.2215
7EN7_J79,0,9,5,24,5.1991,131.917,148.306,4.9214,3.6795,2.705,0.2187
7EN7_J79,0,10,5,24,5.0179,130.483,146.930,4.7344,3.5014,2.828,0.2245
7EN7_J79,0,11,5,24,4.8345,129.108,145.296,4.5432,3.3181,2.927,0.2339
7EN7_J79,0,12,5,24,4.6512,127.697,143.654,4.3513,3.1279,3.079,0.2371
7EN7_J79,0,13,5,24,4.4688,126.275,141.948,4.1593,2.9369,3.146,0.2449
7EN7_J79,0,14,5,24,4.2884,124.984,140.354,3.9654,2.7441,3.072,0.2459
7EN7_J79,0,15,5,24,4.1178,123.783,138.723,3.7818,2.5507,3.031,0.2590
7EN7_J79,0,16,5,24,3.9549,122.746,138.123,3.6035,2.3492,2.953,0.2608
7EN7_J79,0,17,5,24,3.8050,121.849,137.764,3.4372,2.1522,2.785,0.2737
7EN7_J79,0,18,5,24,3.6621,121.050,137.283,3.2767,1.9434,2.741,0.2672
7EN7_J79,0,19,5,24,3.5419,120.291,136.735,3.1417,1.7535,2.674,0.2722
7EN7_J79,0,20,5,24,3.4419,119.753,136.124,3.0276,1.5701,2.584,0.2600
7EN7_J79,0,21,5,24,3.3707,119.268,136.079,2.9490,1.4110,2.545,0.2574
7EN7_J79,0,22,5,24,3.3247,118.742,137.262,2.9002,1.2715,2.353,0.2419
7EN7_J79,0,23,5,24,3.3088,118.242,137.514,2.8893,1.1674,2.607,0.2223
7EN7_J79,0,24,5,24,3.3186,118.018,136.864,2.9133,1.0927,0.000,0.0000
7EPV_FDA,0,0,9,53,9.5817,121.787,163.897,8.1051,3.5143,0.432,0.2567
7EPV_FDA,0,1,9,53,9.4634,121.767,163.645,7.9251,3.4021,0.415,0.2481
7EPV_FDA,0,2,9,53,9.3506,121.746,163.467,7.7541,3.2925,0.652,0.2408
7EPV_FDA,0,3,9,53,9.2530,121.815,163.271,7.5923,3.1916,0.838,0.2353
7EPV_FDA,0,4,9,53,9.1764,121.963,163.031,7.4441,3.0999,1.035,0.2361
7EPV_FDA,0,5,9,53,9.1299,122.137,162.781,7.3182,3.0102,1.334,0.2402
7EPV_FDA,0,6,9,53,9.1219,122.448,162.401,7.2177,2.9263,1.496,0.2490
7EPV_FDA,0,7,9,53,9.1590,122.835,162.103,7.1425,2.8570,1.868,0.2628
7EPV_FDA,0,8,9,53,9.2429,123.384,161.920,7.0943,2.7928,2.152,0.2646
7EPV_FDA,0,9,9,53,9.3474,124.059,161.658,7.0654,2.7302,2.497,0.2792
7EPV_FDA,0,10,9,53,9.4894,124.781,161.521,7.0612,2.6663,2.790,0.2847
7EPV_FDA,0,11,9,53,9.6460,125.613,161.272,7.0670,2.6092,3.153,0.2868
7EPV_FDA,0,12,9,53,9.8215,126.487,163.034,7.0945,2.5527,3.520,0.2824
7EPV_FDA,0,13,9,53,10.0063,127.335,168.282,7.1344,2.4985,3.752,0.2838
7EPV_FDA,0,14,9,53,10.1934,128.036,173.411,7.1778,2.4469,4.080,0.2883
7EPV_FDA,0,15,9,53,10.3789,128.674,178.558,7.2253,2.3915,4.330,0.2868
7EPV_FDA,0,16,9,53,10.5692,128.119,176.272,7.2872,2.3340,4.631,0.2808
7EPV_FDA,0,17,9,53,10.7680,127.173,171.500,7.3626,2.2731,4.808,0.2859
7EPV_FDA,0,18,9,53,10.9681,126.209,167.023,7.4454,2.2049,5.087,0.2789
7EPV_FDA,0,19,9,53,11.1703,125.052,162.505,7.5366,2.1448,5.071,0.2808
7EPV_FDA,0,20,9,53,11.3789,123.676,158.413,7.6391,2.0787,5.054,0.2714
7EPV_FDA,0,21,9,53,11.5853,122.310,154.739,7.7387,2.0118,5.195,0.2626
7EPV_FDA,0,22,9,53,11.7912,120.908,151.460,7.8421,1.9393,5.261,0.2518
7EPV_FDA,0,23,9,53,11.9905,119.330,149.344,7.9571,1.8658,5.026,0.2383
7EPV_FDA,0,24,9,53,12.1785,117.548,148.228,8.0788,1.8011,0.000,0.0000
7F5D_EUO,0,0,4,21,7.6613,118.151,121.668,5.9837,3.4741,0.633,0.2209
7F5D_EUO,0,1,4,21,7.4773,118.609,121.898,5.8350,3.3109,0.616,0.2156
7F5D_EUO,0,2,4,21,7.3030,119.014,122.092,5.6956,3.1533,0.875,0.2231
7F5D_EUO,0,3,4,21,7.1373,119.595,122.384,5.5645,2.9949,1.357,0.2361
7F5D_EUO,0,4,4,21,6.9859,120.405,122.815,5.4451,2.8374,1.592,0.2428
7F5D_EUO,0,5,4,21,6.8485,121.345,123.329,5.3395,2.6826,2.017,0.2482
7F5D_EUO,0,6,4,21,6.7255,122.558,124.070,5.2498,2.5275,2.304,0.2496
7F5D_EUO,0,7,4,21,6.6151,123.986,125.442,5.1741,2.3708,2.708,0.2517
7F5D_EUO,0,8,4,21,6.5210,125.795,129.386,5.1139,2.2183,2.935,0.2549
7F5D_EUO,0,9,4,21,6.4372,127.873,133.602,5.0642,2.0643,2.952,0.2565
7F5D_EUO,0,10,4,21,6.3637,129.911,137.778,5.0284,1.9099,3.225,0.2545
7F5D_EUO,0,11,4,21,6.3031,132.164,142.320,5.0046,1.7632,3.379,0.2646
7F5D_EUO,0,12,4,21,6.2499,134.518,146.717,4.9896,1.6132,3.406,0.2662
7F5D_EUO,0,13,4,21,6.2052,136.873,150.659,4.9890,1.4638,3.637,0.2764
7F5D_EUO,0,14,4,21,6.1651,139.313,154.534,5.0021,1.3103,3.940,0.2809
7F5D_EUO,0,15,4,21,6.1370,141.986,158.259,5.0266,1.1660,3.886,0.2793
7F5D_EUO,0,16,4,21,6.1218,144.630,161.717,5.0687,1.0343,4.308,0.2869
7F5D_EUO,0,17,4,21,6.1147,147.456,165.061,5.1200,0.9104,4.634,0.2976
7F5D_EUO,0,18,4,21,6.1177,150.618,168.457,5.1789,0.8152,4.499,0.3010
7F5D_EUO,0,19,4,21,6.1270,153.708,171.474,5.2429,0.7425,4.548,0.3095
7F5D_EUO,0,20,4,21,6.1495,156.839,174.264,5.3207,0.6979,4.511,0.3025
7F5D_EUO,0,21,4,21,6.1940,159.881,177.133,5.4140,0.7018,4.359,0.3093
7F5D_EUO,0,22,4,21,6.2514,162.619,179.553,5.5241,0.7511,4.203,0.3072
7F5D_EUO,0,23,4,21,6.3512,163.532,179.738,5.6711,0.8266,3.931,0.3147
7F5D_EUO,0,24,4,21,6.5023,162.105,176.953,5.8630,0.9167,0.000,0.0000
7F8T_FAD,0,0,9,53,6.5081,114.911,155.985,5.2476,3.3471,0.497,0.1664
7F8T_FAD,0,1,9,53,6.3772,114.674,155.880,5.1076,3.2215,0.457,0.1591
7F8T_FAD,0,2,9,53,6.2550,114.435,155.753,4.9746,3.0997,0.578,0.1619
7F8T_FAD,0,3,9,53,6.1327,114.144,155.639,4.8374,2.9772,0.769,0.1718
7F8T_FAD,0,4,9,53,6.0062,113.794,155.607,4.6918,2.8504,0.998,0.1799
7F8T_FAD,0,5,9,53,5.8785,113.382,155.627,4.5429,2.7187,1.206,0.1901
7F8T_FAD,0,6,9,53,5.7494,112.991,155.655,4.3906,2.5820,1.274,0.2015
7F8T_FAD,0,7,9,53,5.6205,112.609,155.675,4.2356,2.4416,1.487,0.2199
7F8T_FAD,0,8,9,53,5.4903,112.212,155.565,4.0758,2.2949,1.625,0.2166
7F8T_FAD,0,9,9,53,5.3704,111.783,155.509,3.9233,2.1542,1.870,0.2206
7F8T_FAD,0,10,9,53,5.2548,111.351,155.433,3.7735,2.0116,2.070,0.2230
7F8T_FAD,0,11,9,53,5.1444,110.936,155.844,3.6330,1.8586,2.235,0.2240
7F8T_FAD,0,12,9,53,5.0465,110.555,157.327,3.5066,1.7074,2.417,0.2190
7F8T_FAD,0,13,9,53,4.9590,110.198,159.090,3.3927,1.5601,2.603,0.2209
7F8T_FAD,0,14,9,53,4.8817,109.807,160.904,3.2918,1.4137,2.795,0.2167
7F8T_FAD,0,15,9,53,4.8163,109.442,162.649,3.2053,1.2729,2.893,0.2107
7F8T_FAD,0,16,9,53,4.7653,109.216,164.449,3.1344,1.1416,3.056,0.2101
7F8T_FAD,0,17,9,53,4.7258,109.124,166.313,3.0798,1.0142,3.161,0.2101
7F8T_FAD,0,18,9,53,4.6933,109.078,167.986,3.0357,0.8903,3.228,0.2064
7F8T_FAD,0,19,9,53,4.6757,109.140,169.671,3.0096,0.7855,3.261,0.2077
7F8T_FAD,0,20,9,53,4.6674,109.313,171.237,2.9973,0.6940,3.329,0.2036
7F8T_FAD,0,21,9,53,4.6740,109.692,172.669,3.0123,0.6324,3.421,0.2001
7F8T_FAD,0,22,9,53,4.6936,110.136,173.993,3.0513,0.6084,3.626,0.1972
7F8T_FAD,0,23,9,53,4.7224,110.602,175.256,3.1104,0.6115,3.619,0.1945
7F8T_FAD,0,24,9,53,4.7585,111.026,176.448,3.1871,0.6327,0.000,0.0000
7FB7_8NF,0,0,1,9,7.0126,136.016,136.016,6.1400,6.1400,0.376,0.2377
7FB7_8NF,0,1,1,9,6.8082,136.260,136.260,5.9027,5.9027,0.419,0.2387
7FB7_8NF,0,2,1,9,6.6050,136.467,136.467,5.6642,5.6642,0.425,0.2375
7FB7_8NF,0,3,1,9,6.4057,136.803,136.803,5.4271,5.4271,0.466,0.2429
7FB7_8NF,0,4,1,9,6.2046,137.226,137.226,5.1846,5.1846,0.510,0.2665
7FB7_8NF,0,5,1,9,5.9871,137.686,137.686,4.9186,4.9186,0.702,0.2676
7FB7_8NF,0,6,1,9,5.7733,138.303,138.303,4.6519,4.6519,0.737,0.2573
7FB7_8NF,0,7,1,9,5.5721,138.956,138.956,4.3954,4.3954,0.812,0.2642
7FB7_8NF,0,8,1,9,5.3714,139.696,139.696,4.1327,4.1327,0.972,0.2747
7FB7_8NF,0,9,1,9,5.1686,140.562,140.562,3.8596,3.8596,1.193,0.2919
7FB7_8NF,0,10,1,9,4.9624,141.687,141.687,3.5694,3.5694,1.102,0.2854
7FB7_8NF,0,11,1,9,4.7696,142.736,142.736,3.2861,3.2861,1.223,0.2884
7FB7_8NF,0,12,1,9,4.5848,143.889,143.889,2.9994,2.9994,1.495,0.2907
7FB7_8NF,0,13,1,9,4.4132,145.275,145.275,2.7113,2.7113,1.642,0.2785
7FB7_8NF,0,14,1,9,4.2615,146.748,146.748,2.4354,2.4354,1.753,0.2773
7FB7_8NF,0,15,1,9,4.1253,148.243,148.243,2.1613,2.1613,2.044,0.2615
7FB7_8NF,0,16,1,9,4.0139,149.841,149.841,1.9047,1.9047,2.205,0.2412
7FB7_8NF,0,17,1,9,3.9254,151.505,151.505,1.6693,1.6693,2.249,0.2301
7FB7_8NF,0,18,1,9,3.8536,152.968,152.968,1.4462,1.4462,2.778,0.2018
7FB7_8NF,0,19,1,9,3.8057,154.670,154.670,1.2551,1.2551,2.830,0.1930
7FB7_8NF,0,20,1,9,3.7693,156.343,156.343,1.0755,1.0755,2.843,0.1741
7FB7_8NF,0,21,1,9,3.7449,157.775,157.775,0.9173,0.9173,3.179,0.1683
7FB7_8NF,0,22,1,9,3.7311,159.344,159.344,0.7786,0.7786,2.688,0.1380
7FB7_8NF,0,23,1,9,3.7246,160.488,160.488,0.6791,0.6791,2.201,0.1254
7FB7_8NF,0,24,1,9,3.7207,161.402,161.402,0.6034,0.6034,0.000,0.0000
7FRX_O88,0,0,5,30,7.0854,101.158,134.887,6.3566,3.8595,0.603,0.2116
7FRX_O88,0,1,5,30,6.9035,100.798,134.727,6.1861,3.6993,0.609,0.2012
7FRX_O88,0,2,5,30,6.7315,100.429,134.525,6.0246,3.5468,0.782,0.2115
7FRX_O88,0,3,5,30,6.5461,100.018,134.112,5.8461,3.3936,1.115,0.2316
7FRX_O88,0,4,5,30,6.3370,99.483,133.364,5.6393,3.2427,1.383,0.2522
7FRX_O88,0,5,5,30,6.1071,98.870,132.444,5.4086,3.0929,1.747,0.2751
7FRX_O88,0,6,5,30,5.8552,98.202,131.271,5.1545,2.9404,1.916,0.2811
7FRX_O88,0,7,5,30,5.6016,97.480,129.816,4.8971,2.7931,2.231,0.2945
7FRX_O88,0,8,5,30,5.3402,96.716,128.015,4.6305,2.6485,2.422,0.2903
7FRX_O88,0,9,5,30,5.0824,95.973,125.853,4.3709,2.5031,2.594,0.2890
7FRX_O88,0,10,5,30,4.8225,95.048,122.933,4.1114,2.3533,2.797,0.2970
7FRX_O88,0,11,5,30,4.5604,93.968,119.907,3.8477,2.2056,3.066,0.2948
7FRX_O88,0,12,5,30,4.3028,92.827,120.571,3.5892,2.0586,3.294,0.2928
7FRX_O88,0,13,5,30,4.0551,91.770,121.667,3.3388,1.9133,3.534,0.2909
7FRX_O88,0,14,5,30,3.8214,90.862,123.125,3.1003,1.7762,3.885,0.2857
7FRX_O88,0,15,5,30,3.6068,90.016,124.820,2.8798,1.6466,4.157,0.2914
7FRX_O88,0,16,5,30,3.4030,89.228,126.531,2.6712,1.5253,4.449,0.2974
7FRX_O88,0,17,5,30,3.2122,88.455,128.330,2.4765,1.4159,4.674,0.3017
7FRX_O88,0,18,5,30,3.0405,87.792,130.529,2.3012,1.3238,4.855,0.2960
7FRX_O88,0,19,5,30,2.8908,87.306,133.105,2.1542,1.2511,4.885,0.2924
7FRX_O88,0,20,5,30,2.7637,86.871,135.866,2.0335,1.2015,4.782,0.2777
7FRX_O88,0,21,5,30,2.6729,86.641,138.825,1.9525,1.1811,4.708,0.2665
7FRX_O88,0,22,5,30,2.6117,86.450,142.161,1.9027,1.1810,4.500,0.2510
7FRX_O88,0,23,5,30,2.5881,86.189,145.048,1.8903,1.1969,4.729,0.2338
7FRX_O88,0,24,5,30,2.6070,85.783,146.941,1.9111,1.2258,0.000,0.0000
7FT9_4MB,0,0,3,14,5.3624,139.270,165.764,4.4986,2.2323,0.279,0.2095
7FT9_4MB,0,1,3,14,5.2001,139.134,165.877,4.3682,2.0552,0.277,0.1965
7FT9_4MB,0,2,3,14,5.0518,138.995,165.998,4.2518,1.8887,0.351,0.1945
7FT9_4MB,0,3,3,14,4.9123,138.873,166.198,4.1449,1.7236,0.560,0.1897
7FT9_4MB,0,4,3,14,4.7880,138.751,166.377,4.0528,1.5631,0.927,0.1805
7FT9_4MB,0,5,3,14,4.6882,138.645,166.501,3.9847,1.4110,1.364,0.1868
7FT9_4MB,0,6,3,14,4.6100,138.591,166.703,3.9380,1.2545,1.737,0.1812
7FT9_4MB,0,7,3,14,4.5551,138.567,166.825,3.9148,1.1079,2.260,0.1810
7FT9_4MB,0,8,3,14,4.5253,138.579,166.860,3.9181,0.9664,2.604,0.1787
7FT9_4MB,0,9,3,14,4.5158,138.763,166.834,3.9373,0.8327,2.817,0.1801
7FT9_4MB,0,10,3,14,4.5238,139.033,166.547,3.9716,0.7004,3.008,0.1782
7FT9_4MB,0,11,3,14,4.5518,139.440,166.174,4.0225,0.5764,2.971,0.1789
7FT9_4MB,0,12,3,14,4.5880,139.937,165.766,4.0787,0.4531,2.882,0.1731
7FT9_4MB,0,13,3,14,4.6341,140.446,165.293,4.1443,0.3377,2.841,0.1722
7FT9_4MB,0,14,3,14,4.6872,140.970,164.652,4.2158,0.2291,2.849,0.1677
7FT9_4MB,0,15,3,14,4.7436,141.639,163.996,4.2885,0.1358,2.747,0.1605
7FT9_4MB,0,16,3,14,4.8059,142.337,163.154,4.3645,0.0996,2.768,0.1577
7FT9_4MB,0,17,3,14,4.8722,143.041,162.178,4.4462,0.1571,2.841,0.1564
7FT9_4MB,0,18,3,14,4.9427,143.684,164.680,4.5303,0.2387,3.024,0.1576
7FT9_4MB,0,19,3,14,5.0181,144.643,167.550,4.6160,0.3236,3.098,0.1614
7FT9_4MB,0,20,3,14,5.1008,145.801,170.422,4.7070,0.4097,3.508,0.1701
7FT9_4MB,0,21,3,14,5.1866,147.312,173.672,4.7955,0.4815,3.888,0.1838
7FT9_4MB,0,22,3,14,5.2787,149.256,177.160,4.8866,0.5574,4.428,0.2142
7FT9_4MB,0,23,3,14,5.3819,151.341,179.251,4.9795,0.6210,4.853,0.2665
7FT9_4MB,0,24,3,14,5.5006,152.410,176.099,5.0764,0.6849,0.000,0.0000
7JG0_GAR,0,0,4,18,6.5017,82.126,96.932,6.3304,3.6073,0.310,0.2556
7JG0_GAR,0,1,4,18,6.3155,82.299,97.076,6.1292,3.4186,0.279,0.2456
