file,molecule,position,mol_pred_loaded,mol_true_loaded,mol_cond_loaded,sanitization,inchi_convertible,all_atoms_connected,no_radicals,molecular_formula,molecular_bonds,double_bond_stereochemistry,tetrahedral_chirality,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,non-aromatic_ring_non-flatness,double_bond_flatness,internal_energy,rmsd_â‰¤_2ã…
sigmadock_12h_pred\7XEK_9YX__7XEK_9YX_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False
sigmadock_12h_pred\7XFA_D9J__7XFA_D9J_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,False
sigmadock_12h_pred\7XIJ_EJ3__7XIJ_EJ3_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,False
sigmadock_12h_pred\7XQZ_FPF__7XQZ_FPF_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False
sigmadock_12h_pred\7XRL_FWK__7XRL_FWK_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
sigmadock_12h_pred\7YZU_DO7__7YZU_DO7_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
sigmadock_12h_pred\7Z1Q_NIO__7Z1Q_NIO_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
sigmadock_12h_pred\7Z2O_IAJ__7Z2O_IAJ_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False
sigmadock_12h_pred\7Z7F_IF3__7Z7F_IF3_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
sigmadock_12h_pred\7ZCC_OGA__7ZCC_OGA_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False
sigmadock_12h_pred\7ZDY_6MJ__7ZDY_6MJ_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
sigmadock_12h_pred\7ZHP_IQY__7ZHP_IQY_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,False
sigmadock_12h_pred\7ZL5_IWE__7ZL5_IWE_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False
sigmadock_12h_pred\7ZTL_BCN__7ZTL_BCN_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
sigmadock_12h_pred\7ZZW_KKW__7ZZW_KKW_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,False
sigmadock_12h_pred\8A2D_KXY__8A2D_KXY_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,False,False
sigmadock_12h_pred\8AEM_LVF__8AEM_LVF_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
sigmadock_12h_pred\8AEU_M0L__8AEU_M0L_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False
sigmadock_12h_pred\8AIE_M7L__8AIE_M7L_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,False
sigmadock_12h_pred\8AIJ_M9I__8AIJ_M9I_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False
sigmadock_12h_pred\8AJX_FUM__8AJX_FUM_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
sigmadock_12h_pred\8AP0_PRP__8AP0_PRP_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
sigmadock_12h_pred\8AUH_L9I__8AUH_L9I_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
sigmadock_12h_pred\8AY3_OE3__8AY3_OE3_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False
sigmadock_12h_pred\8BRO_R7E__8BRO_R7E_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,False
sigmadock_12h_pred\8C5D_GTB__8C5D_GTB_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,False
sigmadock_12h_pred\8C5M_MTA__8C5M_MTA_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
sigmadock_12h_pred\8C7Y_TXV__8C7Y_TXV_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,False
sigmadock_12h_pred\8CGC_LMR__8CGC_LMR_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
sigmadock_12h_pred\8CSD_C5P__8CSD_C5P_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,False
sigmadock_12h_pred\8D39_QDB__8D39_QDB_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
sigmadock_12h_pred\8D5D_5DK__8D5D_5DK_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,False
sigmadock_12h_pred\8DHG_T78__8DHG_T78_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,False
sigmadock_12h_pred\8DP2_UMA__8DP2_UMA_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,False,False
sigmadock_12h_pred\8DZT_G4P__8DZT_G4P_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False
sigmadock_12h_pred\8EAB_VN2__8EAB_VN2_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,False
sigmadock_12h_pred\8EAD_UY0__8EAD_UY0_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,False
sigmadock_12h_pred\8ERS_WQO__8ERS_WQO_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
sigmadock_12h_pred\8EX2_Q2Q__8EX2_Q2Q_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
sigmadock_12h_pred\8EYE_X4I__8EYE_X4I_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,False
sigmadock_12h_pred\8F8E_XJI__8F8E_XJI_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,False,False
sigmadock_12h_pred\8FO5_Y4U__8FO5_Y4U_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False
sigmadock_12h_pred\8FV9_80J__8FV9_80J_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False
sigmadock_12h_pred\8HFN_XGC__8HFN_XGC_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,False,False
sigmadock_12h_pred\8HO0_3ZI__8HO0_3ZI_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
sigmadock_12h_pred\8SLG_G5A__8SLG_G5A_ligands_seed0.sdf,,0,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True
