complex,arm,n,moden,gross_anteil,hat_korrekte,n_korrekt,gross_richtig,wahl_gross,trifft
7L5F_XNG,Minimal,201,29,0.4577114427860697,True,4,False,True,False
7L7C_XQ1,Minimal,200,4,0.52,True,46,False,False,True
7LCU_XTA,Minimal,202,43,0.19801980198019803,True,27,False,True,True
7LEV_0JO,Minimal,204,9,0.35294117647058826,True,14,False,True,True
7LJN_GTP,Minimal,201,36,0.39800995024875624,True,3,False,False,False
7LMO_NYO,Minimal,200,39,0.215,True,13,False,True,True
7LOE_Y84,Minimal,200,12,0.32,True,60,True,True,True
7LOU_IFM,Minimal,202,14,0.2376237623762376,True,14,False,True,True
7LT0_ONJ,Minimal,200,40,0.48,True,24,False,True,True
7LZD_YHY,Minimal,201,29,0.2835820895522388,True,2,False,False,True
7M31_TDR,Minimal,200,12,0.35,True,24,False,False,True
7M3H_YPV,Minimal,201,15,0.4925373134328358,True,48,False,True,True
7M6K_YRJ,Minimal,201,74,0.06965174129353234,False,0,False,True,False
7MFP_Z7P,Minimal,200,127,0.09,False,0,False,False,False
7MGT_ZD4,Minimal,201,14,0.39800995024875624,True,4,False,True,True
7MGY_ZD1,Minimal,200,40,0.31,True,1,False,False,False
7MMH_ZJY,Minimal,200,108,0.245,False,0,False,False,False
7MOI_HPS,Minimal,201,2,0.9950248756218906,True,117,True,True,True
7MSR_DCA,Minimal,202,87,0.18811881188118812,True,1,False,False,False
7MWN_WI5,Minimal,200,98,0.06,False,0,False,False,False
7MWU_ZPM,Minimal,201,4,0.9104477611940298,True,44,False,True,True
7MY1_IPE,Minimal,201,5,0.7761194029850746,True,76,False,True,True
7MYU_ZR7,Minimal,201,34,0.5074626865671642,True,34,False,True,True
7N03_ZRP,Minimal,200,42,0.655,True,35,False,True,True
7N4N_0BK,Minimal,201,16,0.5572139303482587,True,13,False,True,True
7N4W_P4V,Minimal,200,41,0.35,True,16,False,True,True
7N6F_0I1,Minimal,203,20,0.8423645320197044,True,8,False,True,True
7N7B_T3F,Minimal,201,61,0.11940298507462686,False,0,False,False,False
7N7H_CTP,Minimal,201,6,0.8407960199004975,True,3,False,True,True
7NF0_BYN,Minimal,200,19,0.54,False,0,False,True,False
7NF3_4LU,Minimal,200,18,0.455,False,0,False,False,False
7NFB_GEN,Minimal,200,4,0.5,True,69,True,True,True
7NGW_UAW,Minimal,201,3,0.9900497512437811,True,1,False,True,False
7NLV_UJE,Minimal,202,7,0.8811881188118812,True,81,False,True,True
7NP6_UK8,Minimal,200,6,0.655,True,25,False,True,True
7NPL_UKZ,Minimal,201,15,0.4577114427860697,True,23,False,False,True
7NR8_UOE,Minimal,203,92,0.2019704433497537,True,5,False,True,True
7NSW_HC4,Minimal,201,2,0.9950248756218906,True,71,False,True,True
7NU0_DCL,Minimal,200,9,0.48,True,41,False,False,True
7NUT_GLP,Minimal,202,15,0.29207920792079206,True,13,False,True,True
7NXO_UU8,Minimal,200,51,0.145,True,2,False,False,True
7O0N_CDP,Minimal,200,13,0.8,True,1,False,True,False
7O1T_5X8,Minimal,200,13,0.49,True,5,False,True,True
7ODY_DGI,Minimal,200,7,0.54,True,28,False,True,True
7OEO_V9Z,Minimal,200,94,0.07,True,1,False,False,False
7OFF_VCB,Minimal,200,33,0.225,True,25,True,True,True
7OFK_VCH,Minimal,200,23,0.39,True,7,False,False,True
7OLI_8HG,Minimal,201,30,0.1890547263681592,True,4,False,False,True
7OMX_CNA,Minimal,200,116,0.055,False,0,False,False,False
7OP9_06K,Minimal,201,12,0.32338308457711445,True,6,False,False,False
7OPG_06N,Minimal,200,22,0.385,True,40,True,True,True
7OSO_0V1,Minimal,200,12,0.49,True,48,False,False,True
7OZ9_NGK,Minimal,201,52,0.3482587064676617,False,0,False,True,False
7OZC_G6S,Minimal,201,7,0.5124378109452736,False,0,False,False,False
7P1F_KFN,Minimal,200,19,0.61,True,42,False,True,True
7P1M_4IU,Minimal,200,16,0.415,True,33,False,True,True
7P2I_MFU,Minimal,202,10,0.6039603960396039,True,45,False,True,True
7P4C_5OV,Minimal,200,21,0.515,True,28,False,True,True
7P5T_5YG,Minimal,200,12,0.525,True,33,False,True,True
7PGX_FMN,Minimal,201,16,0.7213930348258707,True,33,False,True,True
7PIH_7QW,Minimal,201,5,0.5024875621890548,True,49,False,False,True
7PJQ_OWH,Minimal,203,8,0.8522167487684729,True,28,False,False,False
7PK0_BYC,Minimal,201,196,0.009950248756218905,False,0,False,False,False
7PL1_SFG,Minimal,200,10,0.62,True,14,False,True,True
7POM_7VZ,Minimal,200,15,0.7,True,34,False,True,True
7PRI_7TI,Minimal,200,38,0.22,True,11,False,False,False
7PRM_81I,Minimal,200,3,0.97,True,66,False,True,True
7PT3_3KK,Minimal,202,185,0.01485148514851485,False,0,False,False,False
7PUV_84Z,Minimal,201,21,0.4626865671641791,True,30,False,True,True
7Q25_8J9,Minimal,201,61,0.48258706467661694,False,0,False,True,False
7Q27_8KC,Minimal,200,55,0.325,True,4,False,True,True
7Q2B_M6H,Minimal,200,4,0.975,True,108,True,True,True
7Q5I_I0F,Minimal,201,6,0.945273631840796,True,31,False,True,True
7QE4_NGA,Minimal,200,22,0.37,True,59,True,True,True
7QF4_RBF,Minimal,200,19,0.66,False,0,False,True,False
7QFM_AY3,Minimal,201,16,0.6616915422885572,True,65,False,True,True
7QGP_DJ8,Minimal,200,17,0.77,True,39,False,True,True
7QHG_T3B,Minimal,201,44,0.14925373134328357,True,1,False,False,True
7QHL_D5P,Minimal,201,23,0.46766169154228854,True,17,False,True,True
7QPP_VDX,Minimal,200,8,0.355,True,24,False,True,True
7QTA_URI,Minimal,200,34,0.135,True,3,False,True,False
7R3D_APR,Minimal,200,16,0.42,True,4,False,False,True
7R59_I5F,Minimal,201,12,0.5323383084577115,True,38,False,True,True
7R6J_2I7,Minimal,200,73,0.135,True,5,False,True,True
7R7R_AWJ,Minimal,202,33,0.400990099009901,True,3,False,False,True
7R9N_F97,Minimal,201,68,0.31840796019900497,True,38,True,True,True
7RC3_SAH,Minimal,200,6,0.965,True,35,False,True,True
7RH3_59O,Minimal,201,82,0.09950248756218906,False,0,False,True,False
7RKW_5TV,Minimal,200,45,0.21,True,3,False,False,True
7RNI_60I,Minimal,200,74,0.125,True,4,False,False,True
7ROR_69X,Minimal,200,8,0.625,True,4,False,True,True
7ROU_66I,Minimal,201,41,0.4925373134328358,True,3,False,True,True
7RSV_7IQ,Minimal,200,7,0.785,True,114,True,True,True
7RWS_4UR,Minimal,201,139,0.05970149253731343,True,1,False,False,True
7RZL_NPO,Minimal,200,9,0.295,True,1,False,True,False
7SCW_GSP,Minimal,200,4,0.635,True,18,False,True,True
7SDD_4IP,Minimal,202,143,0.039603960396039604,True,2,False,False,True
7SFO_98L,Minimal,200,19,0.37,True,25,False,False,True
7SIU_9ID,Minimal,200,11,0.875,True,45,False,True,True
7SUC_COM,Minimal,201,12,0.7860696517412935,False,0,False,False,False
7SZA_DUI,Minimal,200,3,0.515,True,42,False,False,True
7T0D_FPP,Minimal,201,24,0.39303482587064675,True,1,False,True,False
7T1D_E7K,Minimal,200,20,0.75,True,6,False,False,True
7T3E_SLB,Minimal,201,24,0.6915422885572139,True,32,False,True,True
7TB0_UD1,Minimal,200,104,0.075,False,0,False,True,False
7TBU_S3P,Minimal,203,31,0.35960591133004927,True,15,False,True,True
7TE8_P0T,Minimal,201,21,0.2885572139303483,True,38,False,False,True
7TH4_FFO,Minimal,201,117,0.04477611940298507,False,0,False,False,False
7THI_PGA,Minimal,200,4,0.5,True,52,False,True,False
7TM6_GPJ,Minimal,200,1,1.0,True,61,False,True,True
7TOM_5AD,Minimal,201,15,0.24875621890547264,True,11,False,False,True
7TS6_KMI,Minimal,202,51,0.1782178217821782,True,3,False,False,True
7TSF_H4B,Minimal,200,16,0.37,True,1,False,False,True
7TUO_KL9,Minimal,200,6,0.545,True,53,False,True,True
7TXK_LW8,Minimal,200,4,0.86,True,59,False,True,True
7TYP_KUR,Minimal,200,45,0.17,False,0,False,False,False
7U0U_FK5,Minimal,202,182,0.024752475247524754,False,0,False,False,False
7U3J_L6U,Minimal,201,127,0.03980099502487562,False,0,False,False,False
7UAS_MBU,Minimal,202,144,0.06930693069306931,True,1,False,True,True
7UAW_MF6,Minimal,201,129,0.03980099502487562,False,0,False,False,False
7UJ4_OQ4,Minimal,200,112,0.07,True,2,False,False,False
7UJ5_DGL,Minimal,200,6,0.915,True,41,False,True,True
7UJF_R3V,Minimal,201,8,0.9104477611940298,True,36,False,True,True
7ULC_56B,Minimal,201,44,0.5074626865671642,True,11,False,True,True
7UMW_NAD,Minimal,200,64,0.135,False,0,False,False,False
7UQ3_O2U,Minimal,200,6,0.58,True,13,False,True,True
7USH_82V,Minimal,201,24,0.7810945273631841,True,87,True,True,True
7UTW_NAI,Minimal,200,53,0.145,False,0,False,True,False
7UXS_OJC,Minimal,203,55,0.21674876847290642,True,1,False,False,True
7UY4_SMI,Minimal,203,52,0.20689655172413793,True,2,False,False,True
7UYB_OK0,Minimal,200,43,0.305,True,18,False,True,True
7V14_ORU,Minimal,203,13,0.9310344827586207,True,21,False,True,True
7V3N_AKG,Minimal,202,1,1.0,True,54,False,True,True
7V3S_5I9,Minimal,201,12,0.746268656716418,True,48,False,True,True
7V43_C4O,Minimal,201,7,0.48756218905472637,True,94,True,True,True
7VB8_STL,Minimal,200,9,0.485,True,140,True,False,False
7VBU_6I4,Minimal,201,9,0.6368159203980099,True,12,False,False,True
7VC5_9SF,Minimal,200,7,0.605,True,52,False,False,True
7VKZ_NOJ,Minimal,201,9,0.6019900497512438,True,52,False,True,True
7VQ9_ISY,Minimal,201,22,0.31343283582089554,True,39,False,False,False
7VWF_K55,Minimal,201,32,0.5970149253731343,True,6,False,True,True
7VYJ_CA0,Minimal,200,13,0.53,True,2,False,True,True
7W05_GMP,Minimal,203,13,0.3448275862068966,True,22,False,True,True
7W06_ITN,Minimal,201,7,0.5124378109452736,True,13,False,False,True
7WCF_ACP,Minimal,201,27,0.32338308457711445,True,11,False,True,True
7WDT_NGS,Minimal,200,13,0.65,True,5,False,True,True
7WJB_BGC,Minimal,200,14,0.295,True,4,False,True,True
7WKL_CAQ,Minimal,200,6,0.495,True,111,True,False,True
7WL4_JFU,Minimal,200,34,0.465,True,27,False,True,True
7WPW_F15,Minimal,200,14,0.77,True,63,False,True,True
7WQQ_5Z6,Minimal,201,3,0.4925373134328358,True,72,False,True,True
7WUX_6OI,Minimal,201,34,0.13930348258706468,True,2,False,False,True
7WUY_76N,Minimal,203,40,0.28078817733990147,True,1,False,False,False
7WY1_D0L,Minimal,202,24,0.3465346534653465,True,6,False,True,True
7X5N_5M5,Minimal,201,39,0.5074626865671642,True,30,False,True,True
7X9K_8OG,Minimal,200,16,0.485,True,6,False,True,True
7XBV_APC,Minimal,202,124,0.07425742574257425,False,0,False,False,False
7XFA_D9J,Minimal,200,81,0.06,True,1,False,False,True
7XG5_PLP,Minimal,200,12,0.43,True,6,False,True,False
7XI7_4RI,Minimal,200,24,0.405,True,42,True,True,True
7XJN_NSD,Minimal,200,2,0.555,True,97,False,False,True
7XQZ_FPF,Minimal,201,17,0.373134328358209,True,7,False,True,True
7XRL_FWK,Minimal,200,27,0.23,False,0,False,False,False
7YZU_DO7,Minimal,200,9,0.795,True,37,False,True,True
7Z1Q_NIO,Minimal,200,4,0.6,True,108,True,False,False
7Z2O_IAJ,Minimal,201,7,0.835820895522388,True,12,False,True,False
7Z7F_IF3,Minimal,200,14,0.365,True,22,False,False,True
7ZCC_OGA,Minimal,200,10,0.495,True,36,False,True,True
7ZDY_6MJ,Minimal,203,6,0.5615763546798029,True,17,False,True,True
7ZF0_DHR,Minimal,203,9,0.7093596059113301,True,28,False,True,True
7ZHP_IQY,Minimal,201,36,0.572139303482587,True,6,False,True,True
7ZL5_IWE,Minimal,200,11,0.665,True,81,True,True,True
7ZOC_T8E,Minimal,201,3,0.9154228855721394,True,124,True,True,True
7ZTL_BCN,Minimal,201,45,0.18407960199004975,True,9,False,False,False
7ZU2_DHT,Minimal,201,7,0.5970149253731343,True,102,True,True,True
7ZXV_45D,Minimal,175,38,0.13714285714285715,True,3,False,False,True
7ZZW_KKW,Minimal,202,15,0.4801980198019802,True,4,False,False,True
8A1H_DLZ,Minimal,200,12,0.75,True,40,False,True,True
8A2D_KXY,Minimal,200,145,0.06,False,0,False,True,False
8AAU_LH0,Minimal,200,16,0.395,True,33,False,False,True
8AEM_LVF,Minimal,200,17,0.435,True,82,True,True,True
8AIE_M7L,Minimal,200,23,0.23,False,0,False,False,False
8AP0_PRP,Minimal,200,65,0.14,False,0,False,False,False
8AQL_PLG,Minimal,200,12,0.525,True,12,False,True,True
8AUH_L9I,Minimal,200,47,0.12,True,6,False,False,False
8AY3_OE3,Minimal,201,33,0.30845771144278605,True,13,False,False,True
8B8H_OJQ,Minimal,202,24,0.5643564356435643,True,43,False,True,True
8BOM_QU6,Minimal,200,17,0.545,True,1,False,False,True
8BTI_RFO,Minimal,200,9,0.7,True,98,True,True,True
8C3N_ADP,Minimal,200,9,0.625,True,38,False,False,False
8C5M_MTA,Minimal,201,7,0.5522388059701493,True,14,False,True,True
8CNH_V6U,Minimal,202,21,0.4158415841584158,True,12,False,True,True
8CSD_C5P,Minimal,202,25,0.698019801980198,True,21,False,True,True
8D19_GSH,Minimal,200,68,0.24,False,0,False,False,False
8D39_QDB,Minimal,200,8,0.935,True,6,False,True,True
8D5D_5DK,Minimal,200,46,0.465,True,2,False,False,True
8DHG_T78,Minimal,200,80,0.105,True,8,False,True,True
8DKO_TFB,Minimal,201,4,0.9054726368159204,True,26,False,True,True
8DP2_UMA,Minimal,200,165,0.025,False,0,False,False,False
8DSC_NCA,Minimal,200,4,0.92,True,142,True,True,True
8EAB_VN2,Minimal,201,156,0.04975124378109453,False,0,False,False,False
8EX2_Q2Q,Minimal,200,32,0.56,True,89,True,True,True
8EXL_799,Minimal,201,41,0.39303482587064675,True,6,False,True,True
8EYE_X4I,Minimal,202,19,0.48514851485148514,True,3,False,False,True
8F4J_PHO,Minimal,200,200,0.005,False,0,False,False,False
8F8E_XJI,Minimal,201,35,0.11940298507462686,True,2,False,False,True
8FAV_4Y5,Minimal,200,19,0.465,True,41,False,True,True
8FLV_ZB9,Minimal,200,12,0.245,True,30,False,False,True
8FO5_Y4U,Minimal,202,12,0.4801980198019802,True,50,False,False,True
8G0V_YHT,Minimal,200,52,0.3,False,0,False,False,False
8G6P_API,Minimal,202,44,0.23267326732673269,True,80,True,True,True
8GFD_ZHR,Minimal,202,136,0.04455445544554455,True,3,False,True,True
8HFN_XGC,Minimal,202,37,0.2623762376237624,True,1,False,False,True
8HO0_3ZI,Minimal,201,20,0.21393034825870647,False,0,False,False,False
8SLG_G5A,Minimal,200,4,0.755,True,5,False,True,True
5SAK_ZRY,Separate,200,12,0.755,True,84,True,True,True
5SB2_1K2,Separate,201,4,0.945273631840796,True,48,False,True,True
5SD5_HWI,Separate,201,47,0.15920398009950248,True,1,False,False,False
5SIS_JSM,Separate,201,19,0.8059701492537313,True,17,False,True,True
6M2B_EZO,Separate,202,14,0.5346534653465347,True,41,False,True,True
6M73_FNR,Separate,200,17,0.545,True,35,False,True,True
6T88_MWQ,Separate,201,5,0.9800995024875622,True,39,False,True,True
6TW5_9M2,Separate,200,46,0.185,True,1,False,False,True
6TW7_NZB,Separate,200,33,0.32,True,16,False,True,True
6VTA_AKN,Separate,200,188,0.01,False,0,False,False,False
6WTN_RXT,Separate,201,4,0.5174129353233831,True,29,False,True,True
6XBO_5MC,Separate,201,15,0.6218905472636815,True,41,False,True,True
6XCT_478,Separate,200,40,0.345,True,9,False,True,True
6XG5_TOP,Separate,200,22,0.34,True,79,True,True,True
6XHT_V2V,Separate,201,64,0.31343283582089554,True,6,False,True,True
6XM9_V55,Separate,201,8,0.3333333333333333,True,52,True,True,True
6YJA_2BA,Separate,202,178,0.024752475247524754,False,0,False,True,False
6YMS_OZH,Separate,203,92,0.07881773399014778,False,0,False,False,False
6YQV_8K2,Separate,201,3,0.9751243781094527,True,163,True,True,True
6YQW_82I,Separate,200,7,0.475,True,66,True,True,True
6YR2_T1C,Separate,200,88,0.16,False,0,False,True,False
6YRV_PJ8,Separate,200,43,0.24,True,23,False,False,True
6YSP_PAL,Separate,200,2,0.985,True,48,False,True,True
6YT6_PKE,Separate,200,19,0.45,True,12,False,True,False
6YYO_Q1K,Separate,201,14,0.3383084577114428,True,71,True,True,True
6Z0R_Q4H,Separate,202,10,0.4306930693069307,True,73,True,True,True
6Z14_Q4Z,Separate,200,14,0.78,True,86,True,True,True
6Z1C_7EY,Separate,200,12,0.67,True,63,False,True,True
6Z2C_Q5E,Separate,200,25,0.255,True,17,False,True,True
6Z4N_Q7B,Separate,200,54,0.085,False,0,False,False,False
6ZAE_ACV,Separate,201,61,0.15920398009950248,False,0,False,False,False
6ZC3_JOR,Separate,202,37,0.21287128712871287,True,36,True,True,True
6ZCY_QF8,Separate,200,22,0.66,True,39,False,True,True
6ZK5_IMH,Separate,200,8,0.47,True,22,False,False,True
6ZPB_3D1,Separate,201,6,0.6517412935323383,True,51,False,True,True
7A1P_QW2,Separate,201,11,0.6069651741293532,True,25,False,False,True
7A9E_R4W,Separate,200,7,0.485,True,40,False,True,False
7A9H_TPP,Separate,201,17,0.5024875621890548,True,32,False,True,True
7AFX_R9K,Separate,202,29,0.22277227722772278,True,22,False,False,True
7AKL_RK5,Separate,200,8,0.69,True,116,True,True,True
7AN5_RDH,Separate,200,5,0.73,True,4,False,True,False
7B2C_TP7,Separate,202,10,0.7623762376237624,True,1,False,True,True
7B94_ANP,Separate,200,11,0.685,True,9,False,True,True
7BCP_GCO,Separate,200,5,0.79,True,1,False,True,True
7BJJ_TVW,Separate,200,9,0.255,True,45,False,False,False
7BKA_4JC,Separate,201,10,0.8606965174129353,True,66,False,True,True
7BMI_U4B,Separate,203,7,0.4236453201970443,True,17,False,True,True
7BNH_BEZ,Separate,202,11,0.3217821782178218,True,76,True,False,True
7BTT_F8R,Separate,200,54,0.385,True,8,False,True,True
7C0U_FGO,Separate,201,92,0.09950248756218906,False,0,False,True,False
7C3U_AZG,Separate,200,8,0.5,True,1,False,False,False
7C8Q_DSG,Separate,200,7,0.38,True,4,False,True,False
7CD9_FVR,Separate,201,49,0.3482587064676617,False,0,False,True,False
7CIJ_G0C,Separate,200,9,0.5,True,5,False,False,True
7CL8_TES,Separate,203,8,0.5024630541871922,True,4,False,False,False
7CNQ_G8X,Separate,201,6,0.9402985074626866,True,14,False,True,True
7CNS_PMV,Separate,200,10,0.875,True,3,False,False,True
7CTM_BDP,Separate,201,20,0.31343283582089554,True,23,False,True,True
7CUO_PHB,Separate,200,4,0.985,True,188,True,True,True
7D5C_GV6,Separate,201,26,0.42786069651741293,False,0,False,False,False
7D6O_MTE,Separate,200,26,0.59,True,10,False,True,True
7DKT_GLF,Separate,200,8,0.72,True,37,False,True,True
7DQL_4CL,Separate,201,6,0.5621890547263682,True,5,False,True,False
7DUA_HJ0,Separate,200,13,0.92,True,69,False,True,True
7E4L_MDN,Separate,200,30,0.13,True,33,False,False,True
7EBG_J0L,Separate,201,10,0.5024875621890548,True,76,False,False,True
7ECR_SIN,Separate,200,4,0.51,True,64,False,False,True
7ED2_A3P,Separate,201,33,0.24378109452736318,True,5,False,False,True
7ELT_TYM,Separate,200,12,0.485,True,8,False,True,True
7EPV_FDA,Separate,200,139,0.065,False,0,False,False,False
7ES1_UDP,Separate,201,12,0.8756218905472637,True,65,False,True,True
7F51_BA7,Separate,201,24,0.6218905472636815,True,9,False,True,True
7F5D_EUO,Separate,201,33,0.42786069651741293,True,15,False,True,False
7F8T_FAD,Separate,200,172,0.02,False,0,False,False,False
7FB7_8NF,Separate,200,9,0.48,True,50,False,False,True
7FHA_ADX,Separate,204,26,0.4362745098039216,True,9,False,True,True
7FRX_O88,Separate,200,47,0.285,True,8,False,True,True
7FT9_4MB,Separate,201,25,0.681592039800995,True,108,True,True,True
7JG0_GAR,Separate,202,14,0.7425742574257426,True,21,False,True,True
7JHQ_VAJ,Separate,200,17,0.46,True,6,False,True,True
7JMV_4NC,Separate,201,8,0.6368159203980099,True,83,True,True,True
7JXX_VP7,Separate,200,29,0.695,True,48,False,True,True
7JY3_VUD,Separate,202,57,0.16336633663366337,True,10,False,False,True
7K0V_VQP,Separate,202,6,0.5792079207920792,True,58,False,False,True
7KB1_WBJ,Separate,200,9,0.785,True,4,False,True,True
7KC5_BJZ,Separate,200,25,0.415,True,38,False,False,True
7KM8_WPD,Separate,200,14,0.515,True,5,False,False,True
7KQU_YOF,Separate,200,8,0.45,True,30,False,True,True
7KRU_ATP,Separate,200,4,0.975,True,26,False,True,True
7KZ9_XN7,Separate,200,3,0.55,True,65,True,True,True
7L00_XCJ,Separate,200,26,0.58,True,31,False,True,True
7L03_F9F,Separate,201,2,0.9850746268656716,True,93,False,True,True
7L5F_XNG,Separate,200,41,0.295,True,2,False,True,False
7L7C_XQ1,Separate,200,3,0.635,True,80,True,True,True
7LCU_XTA,Separate,200,26,0.365,True,35,False,True,True
7LEV_0JO,Separate,200,16,0.3,True,17,False,True,True
7LJN_GTP,Separate,200,41,0.19,True,2,False,False,False
7LMO_NYO,Separate,201,40,0.15920398009950248,True,13,False,False,True
7LOE_Y84,Separate,202,9,0.35148514851485146,True,63,True,True,True
7LOU_IFM,Separate,200,6,0.785,True,78,False,True,True
7LT0_ONJ,Separate,202,33,0.594059405940594,True,29,False,True,True
7LZD_YHY,Separate,201,26,0.208955223880597,True,14,False,True,False
7M31_TDR,Separate,201,14,0.3034825870646766,True,20,False,True,True
7M3H_YPV,Separate,201,8,0.5223880597014925,True,51,False,True,True
7M6K_YRJ,Separate,201,76,0.1044776119402985,True,1,False,False,True
7MFP_Z7P,Separate,200,145,0.045,False,0,False,False,False
7MGT_ZD4,Separate,202,11,0.4900990099009901,True,22,False,False,True
7MGY_ZD1,Separate,200,40,0.25,True,3,False,False,True
7MMH_ZJY,Separate,200,72,0.4,False,0,False,True,False
7MOI_HPS,Separate,200,2,0.995,True,137,True,True,True
7MSR_DCA,Separate,201,79,0.06965174129353234,True,1,False,False,False
7MWN_WI5,Separate,201,45,0.1691542288557214,False,0,False,False,False
7MWU_ZPM,Separate,204,3,0.8823529411764706,True,75,False,True,True
7MY1_IPE,Separate,202,6,0.5742574257425742,True,74,True,True,True
7MYU_ZR7,Separate,200,30,0.605,True,45,False,True,True
7N03_ZRP,Separate,200,34,0.745,True,35,False,True,True
7N4N_0BK,Separate,200,13,0.825,True,29,False,True,True
7N4W_P4V,Separate,204,36,0.3431372549019608,True,13,False,True,True
7N6F_0I1,Separate,200,36,0.405,True,2,False,True,True
7N7B_T3F,Separate,201,119,0.03980099502487562,False,0,False,False,False
7N7H_CTP,Separate,201,11,0.7910447761194029,True,2,False,True,True
7NF0_BYN,Separate,200,21,0.56,True,1,False,False,True
7NF3_4LU,Separate,201,14,0.7064676616915423,False,0,False,False,False
7NFB_GEN,Separate,201,6,0.736318407960199,True,21,False,False,True
7NGW_UAW,Separate,201,2,0.9701492537313433,True,1,False,True,False
7NLV_UJE,Separate,201,7,0.9253731343283582,True,96,True,True,True
7NP6_UK8,Separate,200,12,0.57,True,34,False,True,True
7NPL_UKZ,Separate,200,14,0.465,True,22,False,True,True
7NR8_UOE,Separate,201,61,0.3880597014925373,True,7,False,True,True
7NSW_HC4,Separate,201,5,0.9353233830845771,True,77,False,True,True
7NU0_DCL,Separate,201,6,0.8756218905472637,True,104,True,True,True
7NUT_GLP,Separate,200,8,0.49,True,12,False,False,False
7NXO_UU8,Separate,200,74,0.065,True,3,False,False,True
7O0N_CDP,Separate,200,7,0.93,True,2,False,True,True
7O1T_5X8,Separate,200,10,0.53,True,2,False,False,False
7ODY_DGI,Separate,200,6,0.62,True,24,False,True,True
7OEO_V9Z,Separate,201,82,0.12935323383084577,True,1,False,False,False
7OFF_VCB,Separate,203,43,0.33497536945812806,True,22,False,True,True
7OFK_VCH,Separate,200,32,0.385,True,10,False,True,True
7OLI_8HG,Separate,201,31,0.5621890547263682,True,19,False,True,True
7OMX_CNA,Separate,201,122,0.05970149253731343,False,0,False,False,False
7OP9_06K,Separate,201,14,0.29850746268656714,True,3,False,True,False
7OPG_06N,Separate,201,21,0.47761194029850745,True,27,False,True,True
7OSO_0V1,Separate,202,15,0.4900990099009901,True,54,True,False,True
7OZ9_NGK,Separate,200,30,0.44,False,0,False,True,False
7OZC_G6S,Separate,201,8,0.5621890547263682,False,0,False,False,False
7P1F_KFN,Separate,200,15,0.71,True,83,True,True,True
7P1M_4IU,Separate,201,14,0.4427860696517413,True,43,False,True,True
7P2I_MFU,Separate,201,9,0.7263681592039801,True,72,False,True,True
7P4C_5OV,Separate,200,15,0.635,True,40,False,True,True
7P5T_5YG,Separate,201,3,0.8308457711442786,True,11,False,False,False
7PGX_FMN,Separate,200,14,0.685,True,30,False,True,True
7PIH_7QW,Separate,201,10,0.48258706467661694,True,55,False,False,True
7PJQ_OWH,Separate,202,11,0.6732673267326733,True,29,False,False,False
7PK0_BYC,Separate,202,201,0.009900990099009901,False,0,False,False,False
7PL1_SFG,Separate,200,9,0.79,True,11,False,True,True
7POM_7VZ,Separate,200,19,0.75,True,40,False,True,True
7PRI_7TI,Separate,201,38,0.22388059701492538,True,18,False,True,True
7PRM_81I,Separate,200,5,0.97,True,70,False,True,True
7PT3_3KK,Separate,201,118,0.09950248756218906,False,0,False,False,False
7PUV_84Z,Separate,201,15,0.46766169154228854,True,31,False,True,True
7Q25_8J9,Separate,200,69,0.225,True,1,False,True,True
7Q27_8KC,Separate,202,57,0.2871287128712871,False,0,False,True,False
7Q2B_M6H,Separate,200,4,0.98,True,131,True,True,True
7Q5I_I0F,Separate,201,6,0.9552238805970149,True,32,False,True,True
7QE4_NGA,Separate,200,15,0.39,True,37,False,False,False
7QF4_RBF,Separate,201,13,0.8009950248756219,False,0,False,True,False
7QFM_AY3,Separate,201,17,0.6517412935323383,True,54,False,True,True
7QGP_DJ8,Separate,200,19,0.87,True,67,False,True,True
7QHG_T3B,Separate,201,47,0.24875621890547264,True,1,False,False,True
7QHL_D5P,Separate,200,22,0.725,True,12,False,True,True
7QPP_VDX,Separate,200,6,0.4,True,21,False,True,True
7QTA_URI,Separate,200,27,0.375,True,6,False,False,True
7R3D_APR,Separate,201,18,0.4129353233830846,True,2,False,False,False
7R59_I5F,Separate,200,8,0.74,True,114,True,True,True
7R6J_2I7,Separate,201,64,0.21393034825870647,True,1,False,True,False
7R7R_AWJ,Separate,201,29,0.4228855721393035,True,3,False,False,True
7R9N_F97,Separate,201,52,0.27860696517412936,True,34,True,True,True
7RC3_SAH,Separate,201,4,0.8009950248756219,True,39,False,True,True
7RH3_59O,Separate,201,42,0.1890547263681592,False,0,False,False,False
7RKW_5TV,Separate,201,27,0.24378109452736318,False,0,False,False,False
7RNI_60I,Separate,200,80,0.085,True,16,True,True,True
7ROR_69X,Separate,200,9,0.84,True,2,False,True,True
7ROU_66I,Separate,202,28,0.5693069306930693,True,2,False,True,True
7RSV_7IQ,Separate,202,13,0.806930693069307,True,117,True,True,True
7RWS_4UR,Separate,201,148,0.04477611940298507,False,0,False,True,False
7RZL_NPO,Separate,201,7,0.3283582089552239,True,2,False,False,False
7SCW_GSP,Separate,201,4,0.7412935323383084,True,21,False,True,True
7SDD_4IP,Separate,201,147,0.029850746268656716,False,0,False,False,False
7SFO_98L,Separate,200,16,0.505,True,45,False,True,True
7SIU_9ID,Separate,201,28,0.6069651741293532,True,30,False,True,True
7SUC_COM,Separate,201,10,0.8109452736318408,False,0,False,True,False
7SZA_DUI,Separate,200,3,0.685,True,29,False,False,True
