complex,arm,wahl_im_groessten,wahl_modusgroesse,groesster_anteil,wahl_trifft,n_moden
7PK0_BYC,Separate,False,0.025,0.025,False,40
7PL1_SFG,SigmaDock,True,0.95,0.95,True,3
7PL1_SFG,Minimal,True,0.75,0.75,True,5
7PL1_SFG,Separate,True,0.825,0.825,True,4
7POM_7VZ,SigmaDock,True,0.975,0.975,True,2
7POM_7VZ,Minimal,True,0.65,0.65,True,7
7POM_7VZ,Separate,True,0.85,0.85,True,6
7PRI_7TI,SigmaDock,True,0.5,0.5,True,7
7PRI_7TI,Minimal,True,0.275,0.275,False,15
7PRI_7TI,Separate,True,0.2,0.2,False,17
7PRM_81I,SigmaDock,True,0.775,0.775,True,2
7PRM_81I,Minimal,True,0.975,0.975,True,2
7PRM_81I,Separate,True,0.9,0.9,True,3
7PT3_3KK,SigmaDock,False,0.0975609756097561,0.0975609756097561,False,24
7PT3_3KK,Minimal,False,0.024390243902439025,0.024390243902439025,False,41
7PT3_3KK,Separate,False,0.05,0.075,True,30
7PUV_84Z,SigmaDock,True,0.85,0.85,True,3
7PUV_84Z,Minimal,True,0.65,0.65,True,9
7PUV_84Z,Separate,True,0.5,0.5,True,7
7Q25_8J9,SigmaDock,False,0.025,0.2,False,27
7Q25_8J9,Minimal,True,0.475,0.475,True,15
7Q25_8J9,Separate,True,0.25,0.25,True,24
7Q27_8KC,SigmaDock,False,0.05,0.1,False,30
7Q27_8KC,Minimal,True,0.35,0.35,False,17
7Q27_8KC,Separate,False,0.14634146341463414,0.3902439024390244,True,17
7Q2B_M6H,SigmaDock,True,1.0,1.0,True,1
7Q2B_M6H,Minimal,True,0.975,0.975,True,2
7Q2B_M6H,Separate,True,0.95,0.95,True,2
7Q5I_I0F,SigmaDock,True,1.0,1.0,True,1
7Q5I_I0F,Minimal,True,0.975,0.975,True,2
7Q5I_I0F,Separate,True,0.975,0.975,True,2
7QE4_NGA,SigmaDock,True,0.675,0.675,True,7
7QE4_NGA,Minimal,True,0.4,0.4,True,8
7QE4_NGA,Separate,True,0.375,0.375,True,8
7QF4_RBF,SigmaDock,True,0.625,0.625,True,5
7QF4_RBF,Minimal,True,0.725,0.725,True,6
7QF4_RBF,Separate,True,0.85,0.85,True,6
7QFM_AY3,SigmaDock,True,0.9,0.9,True,3
7QFM_AY3,Minimal,True,0.625,0.625,True,5
7QFM_AY3,Separate,True,0.55,0.55,True,6
7QGP_DJ8,SigmaDock,True,1.0,1.0,True,1
7QGP_DJ8,Minimal,True,0.775,0.775,True,7
7QGP_DJ8,Separate,True,0.85,0.85,True,4
7QHG_T3B,SigmaDock,True,0.425,0.425,True,12
7QHG_T3B,Minimal,False,0.15,0.15,True,17
7QHG_T3B,Separate,True,0.3,0.3,True,15
7QHL_D5P,SigmaDock,True,0.825,0.825,True,5
7QHL_D5P,Minimal,True,0.5,0.5,True,9
7QHL_D5P,Separate,True,0.775,0.775,True,8
7QPP_VDX,SigmaDock,True,0.9,0.9,True,2
7QPP_VDX,Minimal,True,0.35,0.35,True,4
7QPP_VDX,Separate,True,0.45,0.45,True,4
7QTA_URI,SigmaDock,False,0.325,0.375,True,8
7QTA_URI,Minimal,True,0.175,0.175,False,14
7QTA_URI,Separate,False,0.175,0.375,True,11
7R3D_APR,SigmaDock,True,0.75,0.75,True,4
7R3D_APR,Minimal,False,0.225,0.4,False,8
7R3D_APR,Separate,False,0.025,0.3,False,8
7R59_I5F,SigmaDock,True,0.875,0.875,True,2
7R59_I5F,Minimal,False,0.425,0.475,True,6
7R59_I5F,Separate,True,0.775,0.775,True,3
7R6J_2I7,SigmaDock,False,0.2,0.25,False,18
7R6J_2I7,Minimal,False,0.05,0.225,False,25
7R6J_2I7,Separate,False,0.125,0.225,False,18
7R7R_AWJ,SigmaDock,True,0.875,0.875,True,4
7R7R_AWJ,Minimal,True,0.575,0.575,True,13
7R7R_AWJ,Separate,True,0.425,0.425,True,11
7R9N_F97,SigmaDock,True,0.475,0.475,True,6
7R9N_F97,Minimal,True,0.425,0.425,True,13
7R9N_F97,Separate,True,0.35,0.35,True,16
7RC3_SAH,SigmaDock,True,1.0,1.0,True,1
7RC3_SAH,Minimal,True,0.75,0.75,True,3
7RC3_SAH,Separate,True,0.975,0.975,True,2
7RH3_59O,SigmaDock,True,0.4146341463414634,0.4146341463414634,False,10
7RH3_59O,Minimal,False,0.04878048780487805,0.07317073170731707,False,30
7RH3_59O,Separate,True,0.15,0.15,False,25
7RKW_5TV,SigmaDock,True,0.6,0.6,True,6
7RKW_5TV,Minimal,False,0.1,0.125,True,17
7RKW_5TV,Separate,False,0.2,0.225,False,14
7RNI_60I,SigmaDock,False,0.125,0.275,False,16
7RNI_60I,Minimal,False,0.025,0.125,False,27
7RNI_60I,Separate,True,0.1,0.1,True,28
7ROR_69X,SigmaDock,True,0.925,0.925,True,2
7ROR_69X,Minimal,True,0.525,0.525,True,5
7ROR_69X,Separate,True,0.525,0.525,True,6
7ROU_66I,SigmaDock,True,0.825,0.825,True,5
7ROU_66I,Minimal,True,0.65,0.65,True,10
7ROU_66I,Separate,True,0.675,0.675,True,12
7RSV_7IQ,SigmaDock,True,0.925,0.925,True,3
7RSV_7IQ,Minimal,True,0.8,0.8,True,3
7RSV_7IQ,Separate,True,0.85,0.85,True,6
7RWS_4UR,SigmaDock,False,0.024390243902439025,0.0975609756097561,False,21
7RWS_4UR,Minimal,False,0.024390243902439025,0.07317073170731707,False,34
7RWS_4UR,Separate,False,0.05,0.075,True,33
7RZL_NPO,SigmaDock,True,0.9,0.9,False,3
7RZL_NPO,Minimal,False,0.375,0.4,False,4
7RZL_NPO,Separate,False,0.2,0.25,False,6
7SCW_GSP,SigmaDock,True,0.95,0.95,True,2
7SCW_GSP,Minimal,True,0.725,0.725,True,3
7SCW_GSP,Separate,True,0.85,0.85,True,2
7SDD_4IP,SigmaDock,False,0.05,0.05,True,35
7SDD_4IP,Minimal,False,0.025,0.075,False,34
7SDD_4IP,Separate,False,0.025,0.05,False,38
7SFO_98L,SigmaDock,True,0.8,0.8,False,3
7SFO_98L,Minimal,False,0.25,0.45,True,6
7SFO_98L,Separate,True,0.575,0.575,True,8
7SIU_9ID,SigmaDock,True,0.625,0.625,True,8
7SIU_9ID,Minimal,True,0.775,0.775,True,8
7SIU_9ID,Separate,True,0.625,0.625,True,8
7SUC_COM,SigmaDock,False,0.075,0.9,False,3
7SUC_COM,Minimal,False,0.175,0.625,True,5
7SUC_COM,Separate,False,0.125,0.7,False,8
7SZA_DUI,SigmaDock,True,0.675,0.675,True,2
7SZA_DUI,Minimal,True,0.55,0.55,False,2
7SZA_DUI,Separate,True,0.675,0.675,False,2
7T0D_FPP,SigmaDock,True,0.6097560975609756,0.6097560975609756,True,5
7T0D_FPP,Minimal,False,0.17073170731707318,0.2682926829268293,True,11
7T0D_FPP,Separate,True,0.375,0.375,True,10
7T1D_E7K,SigmaDock,True,0.625,0.625,True,5
7T1D_E7K,Minimal,False,0.25,0.75,True,2
7T1D_E7K,Separate,False,0.325,0.475,True,7
7T3E_SLB,SigmaDock,True,0.5,0.5,True,12
7T3E_SLB,Minimal,True,0.65,0.65,True,9
7T3E_SLB,Separate,True,0.875,0.875,True,4
7TB0_UD1,SigmaDock,False,0.075,0.125,False,28
7TB0_UD1,Minimal,True,0.1,0.1,False,29
7TB0_UD1,Separate,False,0.05,0.1,False,25
7TBU_S3P,SigmaDock,True,0.75,0.75,True,5
7TBU_S3P,Minimal,True,0.325,0.325,True,12
7TBU_S3P,Separate,True,0.425,0.425,True,9
7TE8_P0T,SigmaDock,True,0.375,0.375,False,5
7TE8_P0T,Minimal,False,0.225,0.25,True,10
7TE8_P0T,Separate,False,0.15,0.275,True,9
7TH4_FFO,SigmaDock,False,0.024390243902439025,0.0975609756097561,False,22
7TH4_FFO,Minimal,False,0.024390243902439025,0.04878048780487805,False,35
7TH4_FFO,Separate,False,0.025,0.1,False,30
7THI_PGA,SigmaDock,True,1.0,1.0,False,1
7THI_PGA,Minimal,True,0.5,0.5,True,2
7THI_PGA,Separate,True,0.475,0.475,True,4
7TM6_GPJ,SigmaDock,True,1.0,1.0,True,1
7TM6_GPJ,Minimal,True,1.0,1.0,True,1
7TM6_GPJ,Separate,True,0.975,0.975,True,2
7TOM_5AD,SigmaDock,False,0.3170731707317073,0.3170731707317073,True,4
7TOM_5AD,Minimal,False,0.1951219512195122,0.2926829268292683,True,7
7TOM_5AD,Separate,False,0.05,0.25,True,9
7TS6_KMI,SigmaDock,False,0.025,0.3,False,12
7TS6_KMI,Minimal,True,0.175,0.175,True,14
7TS6_KMI,Separate,True,0.225,0.225,True,18
7TSF_H4B,SigmaDock,True,0.425,0.425,False,6
7TSF_H4B,Minimal,False,0.275,0.325,False,11
7TSF_H4B,Separate,False,0.25,0.55,False,8
7TUO_KL9,SigmaDock,True,0.575,0.575,True,3
7TUO_KL9,Minimal,False,0.45,0.475,True,5
7TUO_KL9,Separate,False,0.375,0.4,False,5
7TXK_LW8,SigmaDock,True,0.7,0.7,True,6
7TXK_LW8,Minimal,True,0.875,0.875,True,4
7TXK_LW8,Separate,True,0.9,0.9,True,5
7TYP_KUR,SigmaDock,False,0.075,0.325,True,12
7TYP_KUR,Minimal,False,0.025,0.175,False,20
7TYP_KUR,Separate,True,0.15,0.15,True,20
7U0U_FK5,SigmaDock,False,0.025,0.05,False,37
7U0U_FK5,Minimal,False,0.025,0.025,False,40
7U0U_FK5,Separate,False,0.025,0.025,False,40
7U3J_L6U,SigmaDock,False,0.025,0.1,False,30
7U3J_L6U,Minimal,False,0.025,0.075,False,35
7U3J_L6U,Separate,False,0.025,0.05,False,36
7UAS_MBU,SigmaDock,False,0.07142857142857142,0.09523809523809523,True,28
7UAS_MBU,Minimal,False,0.07142857142857142,0.09523809523809523,True,33
7UAS_MBU,Separate,False,0.025,0.075,False,35
7UAW_MF6,SigmaDock,False,0.025,0.1,True,25
7UAW_MF6,Minimal,False,0.025,0.075,False,36
7UAW_MF6,Separate,False,0.075,0.125,False,28
7UJ4_OQ4,SigmaDock,True,0.3,0.3,True,17
7UJ4_OQ4,Minimal,True,0.075,0.075,False,32
7UJ4_OQ4,Separate,False,0.025,0.05,False,37
7UJ5_DGL,SigmaDock,True,1.0,1.0,True,1
7UJ5_DGL,Minimal,True,0.95,0.95,True,3
7UJ5_DGL,Separate,True,0.9512195121951219,0.9512195121951219,True,3
7UJF_R3V,SigmaDock,True,1.0,1.0,True,1
7UJF_R3V,Minimal,True,0.975609756097561,0.975609756097561,True,2
7UJF_R3V,Separate,True,0.875,0.875,True,2
7ULC_56B,SigmaDock,True,0.25,0.25,True,12
7ULC_56B,Minimal,True,0.525,0.525,True,16
7ULC_56B,Separate,True,0.775,0.775,True,7
7UMW_NAD,SigmaDock,False,0.025,0.325,False,15
7UMW_NAD,Minimal,False,0.05,0.1,False,24
7UMW_NAD,Separate,False,0.05,0.175,False,19
7UQ3_O2U,SigmaDock,True,0.725,0.725,True,3
7UQ3_O2U,Minimal,True,0.55,0.55,True,3
7UQ3_O2U,Separate,True,0.6097560975609756,0.6097560975609756,True,3
7USH_82V,SigmaDock,True,0.9,0.9,True,2
7USH_82V,Minimal,True,0.9,0.9,True,5
7USH_82V,Separate,True,0.725,0.725,True,7
7UTW_NAI,SigmaDock,False,0.15,0.525,True,8
7UTW_NAI,Minimal,False,0.125,0.2,False,15
7UTW_NAI,Separate,False,0.025,0.325,False,19
7UXS_OJC,SigmaDock,False,0.25,0.4,False,9
7UXS_OJC,Minimal,True,0.25,0.25,False,10
7UXS_OJC,Separate,False,0.025,0.3,False,15
7UY4_SMI,SigmaDock,False,0.17073170731707318,0.24390243902439024,False,12
7UY4_SMI,Minimal,False,0.04878048780487805,0.21951219512195122,True,17
7UY4_SMI,Separate,False,0.05,0.275,False,19
7UYB_OK0,SigmaDock,True,0.45,0.45,True,10
7UYB_OK0,Minimal,True,0.35,0.35,True,14
7UYB_OK0,Separate,False,0.175,0.225,True,18
7V14_ORU,SigmaDock,True,0.95,0.95,True,3
7V14_ORU,Minimal,True,0.95,0.95,True,3
7V14_ORU,Separate,True,0.95,0.95,True,3
7V3N_AKG,SigmaDock,True,1.0,1.0,True,1
7V3N_AKG,Minimal,True,1.0,1.0,True,1
7V3N_AKG,Separate,True,0.95,0.95,True,2
7V3S_5I9,SigmaDock,True,0.95,0.95,True,2
7V3S_5I9,Minimal,True,0.85,0.85,True,4
7V3S_5I9,Separate,True,0.825,0.825,True,4
7V43_C4O,SigmaDock,False,0.15,0.85,True,2
7V43_C4O,Minimal,True,0.65,0.65,True,2
7V43_C4O,Separate,True,0.5365853658536586,0.5365853658536586,False,2
7VB8_STL,SigmaDock,False,0.05,0.55,False,4
7VB8_STL,Minimal,True,0.45,0.45,True,5
7VB8_STL,Separate,False,0.36585365853658536,0.4146341463414634,True,5
7VBU_6I4,SigmaDock,True,0.8,0.8,True,4
7VBU_6I4,Minimal,True,0.75,0.75,False,4
7VBU_6I4,Separate,True,0.575,0.575,True,5
7VC5_9SF,SigmaDock,True,0.85,0.85,True,2
7VC5_9SF,Minimal,True,0.525,0.525,True,2
7VC5_9SF,Separate,False,0.475,0.5,True,3
7VKZ_NOJ,SigmaDock,True,0.725,0.725,True,3
7VKZ_NOJ,Minimal,True,0.525,0.525,True,3
7VKZ_NOJ,Separate,True,0.85,0.85,True,2
7VQ9_ISY,SigmaDock,True,0.625,0.625,True,8
7VQ9_ISY,Minimal,False,0.125,0.225,False,15
7VQ9_ISY,Separate,False,0.075,0.125,False,21
7VWF_K55,SigmaDock,True,0.95,0.95,True,2
7VWF_K55,Minimal,True,0.525,0.525,True,12
7VWF_K55,Separate,True,0.875,0.875,True,4
7VYJ_CA0,SigmaDock,True,0.55,0.55,True,2
7VYJ_CA0,Minimal,True,0.625,0.625,True,8
7VYJ_CA0,Separate,True,0.675,0.675,True,6
7W05_GMP,SigmaDock,True,0.925,0.925,True,2
7W05_GMP,Minimal,True,0.35,0.35,True,8
7W05_GMP,Separate,False,0.025,0.3,False,11
7W06_ITN,SigmaDock,True,0.6,0.6,True,2
7W06_ITN,Minimal,True,0.5,0.5,True,3
7W06_ITN,Separate,True,0.5,0.5,False,5
7WCF_ACP,SigmaDock,True,0.85,0.85,True,3
7WCF_ACP,Minimal,False,0.075,0.375,True,14
7WCF_ACP,Separate,False,0.1,0.525,True,12
7WDT_NGS,SigmaDock,True,0.9,0.9,True,2
7WDT_NGS,Minimal,True,0.775,0.775,True,4
7WDT_NGS,Separate,True,0.7,0.7,True,7
7WJB_BGC,SigmaDock,True,0.7,0.7,True,5
7WJB_BGC,Minimal,False,0.25,0.3,True,6
7WJB_BGC,Separate,True,0.475,0.475,True,8
7WKL_CAQ,SigmaDock,False,0.35,0.625,True,3
7WKL_CAQ,Minimal,True,0.525,0.525,True,2
7WKL_CAQ,Separate,True,0.55,0.55,False,2
7WL4_JFU,SigmaDock,False,0.075,0.5,True,9
7WL4_JFU,Minimal,True,0.475,0.475,True,9
7WL4_JFU,Separate,True,0.45,0.45,True,8
7WPW_F15,SigmaDock,True,0.65,0.65,True,6
7WPW_F15,Minimal,True,0.775,0.775,True,8
7WPW_F15,Separate,True,0.4,0.4,True,12
7WQQ_5Z6,SigmaDock,True,0.5,0.5,True,2
7WQQ_5Z6,Minimal,False,0.45,0.55,True,2
7WQQ_5Z6,Separate,False,0.5,0.5,True,2
7WUX_6OI,SigmaDock,True,0.4634146341463415,0.4634146341463415,False,10
7WUX_6OI,Minimal,False,0.024390243902439025,0.12195121951219512,False,21
7WUX_6OI,Separate,True,0.225,0.225,False,19
7WUY_76N,SigmaDock,False,0.04878048780487805,0.3170731707317073,False,12
7WUY_76N,Minimal,True,0.34146341463414637,0.34146341463414637,True,20
7WUY_76N,Separate,False,0.025,0.125,False,24
7WY1_D0L,SigmaDock,True,0.375,0.375,False,10
7WY1_D0L,Minimal,True,0.4,0.4,True,10
7WY1_D0L,Separate,True,0.3170731707317073,0.3170731707317073,True,14
7X5N_5M5,SigmaDock,True,0.6097560975609756,0.6097560975609756,True,6
7X5N_5M5,Minimal,True,0.5853658536585366,0.5853658536585366,True,8
7X5N_5M5,Separate,True,0.9024390243902439,0.9024390243902439,True,5
7X9K_8OG,SigmaDock,False,0.475,0.525,True,2
7X9K_8OG,Minimal,True,0.425,0.425,True,10
7X9K_8OG,Separate,True,0.425,0.425,True,7
7XBV_APC,SigmaDock,True,0.4,0.4,False,8
7XBV_APC,Minimal,False,0.025,0.125,True,33
7XBV_APC,Separate,False,0.04878048780487805,0.12195121951219512,False,23
7XFA_D9J,SigmaDock,False,0.075,0.3,False,13
7XFA_D9J,Minimal,False,0.05,0.075,False,28
7XFA_D9J,Separate,False,0.05,0.1,False,25
7XG5_PLP,SigmaDock,True,0.6,0.6,True,3
7XG5_PLP,Minimal,True,0.425,0.425,False,7
7XG5_PLP,Separate,True,0.7073170731707317,0.7073170731707317,True,3
7XI7_4RI,SigmaDock,True,0.525,0.525,True,8
7XI7_4RI,Minimal,True,0.35,0.35,True,13
7XI7_4RI,Separate,True,0.675,0.675,True,9
7XJN_NSD,SigmaDock,False,0.35,0.625,True,3
7XJN_NSD,Minimal,True,0.575,0.575,True,2
7XJN_NSD,Separate,False,0.475,0.525,True,2
7XQZ_FPF,SigmaDock,False,0.325,0.45,True,5
7XQZ_FPF,Minimal,True,0.35,0.35,True,13
7XQZ_FPF,Separate,False,0.05,0.225,True,14
7XRL_FWK,SigmaDock,False,0.2,0.275,False,15
7XRL_FWK,Minimal,True,0.225,0.225,False,14
7XRL_FWK,Separate,False,0.125,0.175,False,23
7YZU_DO7,SigmaDock,True,1.0,1.0,True,1
7YZU_DO7,Minimal,True,0.85,0.85,True,4
7YZU_DO7,Separate,True,0.875,0.875,True,3
7Z1Q_NIO,SigmaDock,True,1.0,1.0,True,1
7Z1Q_NIO,Minimal,False,0.35,0.375,True,5
7Z1Q_NIO,Separate,True,0.95,0.95,True,3
7Z2O_IAJ,SigmaDock,True,0.875,0.875,False,4
7Z2O_IAJ,Minimal,True,0.85,0.85,False,4
7Z2O_IAJ,Separate,True,0.9,0.9,False,2
7Z7F_IF3,SigmaDock,False,0.125,0.425,True,4
7Z7F_IF3,Minimal,False,0.1,0.375,True,5
7Z7F_IF3,Separate,False,0.15,0.475,True,6
7ZCC_OGA,SigmaDock,True,0.625,0.625,True,3
7ZCC_OGA,Minimal,True,0.45,0.45,True,4
7ZCC_OGA,Separate,True,0.5609756097560976,0.5609756097560976,False,3
7ZDY_6MJ,SigmaDock,True,0.475,0.475,True,4
7ZDY_6MJ,Minimal,False,0.425,0.425,True,7
7ZDY_6MJ,Separate,False,0.45,0.525,True,3
7ZF0_DHR,SigmaDock,True,0.8809523809523809,0.8809523809523809,True,3
7ZF0_DHR,Minimal,True,0.7380952380952381,0.7380952380952381,True,7
7ZF0_DHR,Separate,True,0.7,0.7,True,5
7ZHP_IQY,SigmaDock,True,0.8,0.8,True,2
7ZHP_IQY,Minimal,True,0.575,0.575,True,10
7ZHP_IQY,Separate,True,0.36585365853658536,0.36585365853658536,True,18
7ZL5_IWE,SigmaDock,True,0.775,0.775,True,3
7ZL5_IWE,Minimal,True,0.75,0.75,True,4
7ZL5_IWE,Separate,True,0.8292682926829268,0.8292682926829268,True,4
7ZOC_T8E,SigmaDock,True,1.0,1.0,True,1
7ZOC_T8E,Minimal,True,0.925,0.925,True,3
7ZOC_T8E,Separate,True,0.975,0.975,True,2
7ZTL_BCN,SigmaDock,True,0.2682926829268293,0.2682926829268293,False,11
7ZTL_BCN,Minimal,False,0.07317073170731707,0.12195121951219512,False,27
7ZTL_BCN,Separate,True,0.15,0.15,False,20
7ZU2_DHT,SigmaDock,True,0.925,0.925,True,2
7ZU2_DHT,Minimal,True,0.5,0.5,True,4
7ZU2_DHT,Separate,True,0.675,0.675,True,2
7ZXV_45D,SigmaDock,False,0.14285714285714285,0.2,True,9
7ZXV_45D,Minimal,False,0.08571428571428572,0.17142857142857143,True,8
7ZXV_45D,Separate,False,0.05714285714285714,0.2,True,14
7ZZW_KKW,SigmaDock,True,0.35,0.35,False,6
7ZZW_KKW,Minimal,True,0.325,0.325,True,10
7ZZW_KKW,Separate,False,0.275,0.325,True,12
8A1H_DLZ,SigmaDock,False,0.1,0.45,True,6
8A1H_DLZ,Minimal,True,0.775,0.775,True,5
8A1H_DLZ,Separate,False,0.25,0.45,True,11
8A2D_KXY,SigmaDock,False,0.075,0.125,True,24
8A2D_KXY,Minimal,True,0.075,0.075,False,33
8A2D_KXY,Separate,False,0.025,0.1,False,35
8AAU_LH0,SigmaDock,True,0.55,0.55,True,5
8AAU_LH0,Minimal,False,0.325,0.425,True,6
8AAU_LH0,Separate,True,0.375,0.375,True,6
8AEM_LVF,SigmaDock,True,0.75,0.75,True,4
8AEM_LVF,Minimal,True,0.45,0.45,True,5
8AEM_LVF,Separate,True,0.525,0.525,True,8
8AIE_M7L,SigmaDock,True,0.275,0.275,True,9
8AIE_M7L,Minimal,True,0.275,0.275,False,13
8AIE_M7L,Separate,False,0.15,0.375,False,10
8AP0_PRP,SigmaDock,True,0.3,0.3,False,10
8AP0_PRP,Minimal,False,0.1,0.15,False,22
8AP0_PRP,Separate,False,0.075,0.175,True,21
8AQL_PLG,SigmaDock,True,0.7,0.7,True,3
8AQL_PLG,Minimal,True,0.4,0.4,True,5
8AQL_PLG,Separate,True,0.9,0.9,True,4
8AUH_L9I,SigmaDock,False,0.05,0.25,False,14
8AUH_L9I,Minimal,True,0.225,0.225,False,23
8AUH_L9I,Separate,False,0.05,0.15,False,23
8AY3_OE3,SigmaDock,True,0.4878048780487805,0.4878048780487805,True,8
8AY3_OE3,Minimal,True,0.3170731707317073,0.3170731707317073,True,12
8AY3_OE3,Separate,True,0.475,0.475,True,7
8B8H_OJQ,SigmaDock,True,0.675,0.675,True,7
8B8H_OJQ,Minimal,True,0.675,0.675,True,8
8B8H_OJQ,Separate,True,0.475,0.475,True,8
8BOM_QU6,SigmaDock,False,0.225,0.775,True,2
8BOM_QU6,Minimal,False,0.4,0.55,True,4
8BOM_QU6,Separate,False,0.425,0.5,True,5
8BTI_RFO,SigmaDock,True,0.675,0.675,True,4
8BTI_RFO,Minimal,True,0.7,0.7,True,4
8BTI_RFO,Separate,True,0.625,0.625,True,8
8C3N_ADP,SigmaDock,True,0.95,0.95,True,2
8C3N_ADP,Minimal,False,0.175,0.575,False,8
8C3N_ADP,Separate,True,0.7560975609756098,0.7560975609756098,True,4
8C5M_MTA,SigmaDock,True,0.55,0.55,True,2
8C5M_MTA,Minimal,True,0.525,0.525,True,4
8C5M_MTA,Separate,True,0.5609756097560976,0.5609756097560976,True,5
8CNH_V6U,SigmaDock,True,0.7073170731707317,0.7073170731707317,True,5
8CNH_V6U,Minimal,True,0.5365853658536586,0.5365853658536586,True,11
8CNH_V6U,Separate,True,0.43902439024390244,0.43902439024390244,True,8
8CSD_C5P,SigmaDock,False,0.1,0.35,False,16
8CSD_C5P,Minimal,True,0.825,0.825,True,6
8CSD_C5P,Separate,False,0.21951219512195122,0.4634146341463415,True,12
8D19_GSH,SigmaDock,True,0.8,0.8,True,8
8D19_GSH,Minimal,True,0.325,0.325,True,21
8D19_GSH,Separate,True,0.425,0.425,True,18
8D39_QDB,SigmaDock,True,1.0,1.0,True,1
8D39_QDB,Minimal,True,0.725,0.725,True,7
8D39_QDB,Separate,True,0.875,0.875,True,5
8D5D_5DK,SigmaDock,True,0.825,0.825,False,4
8D5D_5DK,Minimal,True,0.4,0.4,False,17
8D5D_5DK,Separate,True,0.425,0.425,True,14
8DHG_T78,SigmaDock,True,0.15,0.15,True,18
8DHG_T78,Minimal,False,0.2,0.25,True,16
8DHG_T78,Separate,False,0.1,0.15,False,24
8DKO_TFB,SigmaDock,True,1.0,1.0,True,1
8DKO_TFB,Minimal,False,0.025,0.925,False,4
8DKO_TFB,Separate,True,0.85,0.85,True,5
8DP2_UMA,SigmaDock,False,0.05,0.1,False,32
8DP2_UMA,Minimal,False,0.025,0.05,False,36
8DP2_UMA,Separate,False,0.025,0.05,False,39
8DSC_NCA,SigmaDock,True,0.7,0.7,True,2
8DSC_NCA,Minimal,True,0.95,0.95,True,2
8DSC_NCA,Separate,True,0.8,0.8,True,3
8EAB_VN2,SigmaDock,True,0.1,0.1,False,30
8EAB_VN2,Minimal,True,0.1,0.1,False,30
8EAB_VN2,Separate,True,0.0975609756097561,0.0975609756097561,False,38
8EX2_Q2Q,SigmaDock,True,0.875,0.875,True,5
8EX2_Q2Q,Minimal,True,0.575,0.575,True,10
8EX2_Q2Q,Separate,True,0.825,0.825,True,7
8EXL_799,SigmaDock,True,0.8292682926829268,0.8292682926829268,True,5
8EXL_799,Minimal,True,0.3902439024390244,0.3902439024390244,True,13
8EXL_799,Separate,False,0.125,0.425,True,13
8EYE_X4I,SigmaDock,True,0.5121951219512195,0.5121951219512195,True,3
8EYE_X4I,Minimal,False,0.17073170731707318,0.34146341463414637,True,10
8EYE_X4I,Separate,True,0.425,0.425,True,6
8F4J_PHO,SigmaDock,False,0.025,0.025,False,40
8F4J_PHO,Minimal,True,0.025,0.025,False,40
8F4J_PHO,Separate,False,0.025,0.025,False,40
8F8E_XJI,SigmaDock,False,0.325,0.5,True,4
8F8E_XJI,Minimal,False,0.025,0.125,False,21
8F8E_XJI,Separate,False,0.12195121951219512,0.24390243902439024,True,20
8FAV_4Y5,SigmaDock,True,0.825,0.825,True,3
8FAV_4Y5,Minimal,True,0.55,0.55,True,8
8FAV_4Y5,Separate,True,0.475,0.475,True,8
8FLV_ZB9,SigmaDock,True,0.725,0.725,True,3
8FLV_ZB9,Minimal,False,0.2,0.3,False,8
8FLV_ZB9,Separate,False,0.0975609756097561,0.4878048780487805,False,6
8FO5_Y4U,SigmaDock,False,0.275,0.675,True,4
8FO5_Y4U,Minimal,True,0.5,0.5,True,2
8FO5_Y4U,Separate,True,0.9285714285714286,0.9285714285714286,True,2
8G0V_YHT,SigmaDock,False,0.075,0.325,False,9
8G0V_YHT,Minimal,False,0.1,0.3,False,18
8G0V_YHT,Separate,False,0.024390243902439025,0.0975609756097561,False,27
8G6P_API,SigmaDock,True,0.275,0.275,True,14
8G6P_API,Minimal,True,0.175,0.175,True,15
8G6P_API,Separate,False,0.175,0.175,True,13
8GFD_ZHR,SigmaDock,False,0.1,0.3,False,19
8GFD_ZHR,Minimal,False,0.025,0.05,False,36
8GFD_ZHR,Separate,False,0.025,0.075,False,34
8HFN_XGC,SigmaDock,True,0.525,0.525,True,8
8HFN_XGC,Minimal,False,0.1,0.2,True,16
8HFN_XGC,Separate,True,0.5,0.5,True,13
8HO0_3ZI,SigmaDock,False,0.025,0.625,False,5
8HO0_3ZI,Minimal,True,0.275,0.275,False,8
8HO0_3ZI,Separate,False,0.325,0.4,False,4
8SLG_G5A,SigmaDock,True,0.95,0.95,True,2
8SLG_G5A,Minimal,True,0.65,0.65,True,3
8SLG_G5A,Separate,False,0.075,0.775,False,3
