complex,seed,rmsd
7FB7_8NF,17,3.2519
7FB7_8NF,18,0.5355
7FB7_8NF,19,0.6008
7FB7_8NF,2,0.4824
7FB7_8NF,20,0.5908
7FB7_8NF,21,3.2869
7FB7_8NF,22,3.2724
7FB7_8NF,23,3.3005
7FB7_8NF,24,3.2259
7FB7_8NF,25,0.3728
7FB7_8NF,26,3.3241
7FB7_8NF,27,0.4763
7FB7_8NF,28,2.6178
7FB7_8NF,29,3.8514
7FB7_8NF,3,3.6855
7FB7_8NF,30,3.2524
7FB7_8NF,31,3.2688
7FB7_8NF,32,0.4328
7FB7_8NF,33,0.3354
7FB7_8NF,34,0.8235
7FB7_8NF,35,0.7295
7FB7_8NF,36,3.2416
7FB7_8NF,37,3.9366
7FB7_8NF,38,3.2581
7FB7_8NF,39,0.3926
7FB7_8NF,4,3.3169
7FB7_8NF,5,3.2528
7FB7_8NF,6,3.2912
7FB7_8NF,7,2.1952
7FB7_8NF,8,3.2891
7FB7_8NF,9,0.6317
7FHA_ADX,0,1.3218
7FHA_ADX,1,1.9750
7FHA_ADX,10,2.1320
7FHA_ADX,11,1.8822
7FHA_ADX,12,2.0665
7FHA_ADX,13,1.4412
7FHA_ADX,14,1.9475
7FHA_ADX,15,1.6486
7FHA_ADX,16,0.6835
7FHA_ADX,17,1.8686
7FHA_ADX,18,1.2321
7FHA_ADX,19,1.9283
7FHA_ADX,2,1.5167
7FHA_ADX,20,1.7051
7FHA_ADX,21,6.8903
7FHA_ADX,22,0.8134
7FHA_ADX,23,1.3230
7FHA_ADX,24,2.2871
7FHA_ADX,24,1.6732
7FHA_ADX,25,1.2559
7FHA_ADX,26,3.8638
7FHA_ADX,27,2.9681
7FHA_ADX,28,2.5434
7FHA_ADX,29,2.0367
7FHA_ADX,3,1.0611
7FHA_ADX,30,3.5207
7FHA_ADX,31,1.2852
7FHA_ADX,32,3.1527
7FHA_ADX,33,1.1937
7FHA_ADX,34,2.4369
7FHA_ADX,35,3.3784
7FHA_ADX,36,1.7360
7FHA_ADX,37,2.0749
7FHA_ADX,38,0.9025
7FHA_ADX,39,1.2504
7FHA_ADX,4,0.6608
7FHA_ADX,5,1.8440
7FHA_ADX,6,1.8854
7FHA_ADX,7,2.3404
7FHA_ADX,8,1.6983
7FHA_ADX,9,0.8270
7FRX_O88,0,1.3444
7FRX_O88,1,10.2318
7FRX_O88,10,1.8416
7FRX_O88,11,10.2751
7FRX_O88,12,10.1194
7FRX_O88,13,2.8894
7FRX_O88,14,10.4043
7FRX_O88,15,10.4704
7FRX_O88,16,10.1439
7FRX_O88,17,10.1304
7FRX_O88,18,10.4126
7FRX_O88,19,10.2276
7FRX_O88,2,1.2201
7FRX_O88,20,1.9109
7FRX_O88,21,10.4378
7FRX_O88,22,10.2343
7FRX_O88,23,10.1306
7FRX_O88,24,1.6308
7FRX_O88,25,2.3819
7FRX_O88,26,1.7450
7FRX_O88,27,10.3144
7FRX_O88,28,9.3818
7FRX_O88,29,9.7870
7FRX_O88,3,10.1544
7FRX_O88,30,1.6455
7FRX_O88,31,10.4472
7FRX_O88,32,10.1973
7FRX_O88,33,9.6540
7FRX_O88,34,10.3049
7FRX_O88,35,10.1396
7FRX_O88,36,9.0420
7FRX_O88,37,2.0596
7FRX_O88,38,9.8841
7FRX_O88,39,1.8591
7FRX_O88,4,9.9081
7FRX_O88,5,1.2909
7FRX_O88,6,1.2931
7FRX_O88,7,10.3065
7FRX_O88,8,10.2071
7FRX_O88,9,1.8774
7FT9_4MB,0,5.7725
7FT9_4MB,1,5.9147
7FT9_4MB,10,5.6921
7FT9_4MB,11,5.7667
7FT9_4MB,12,1.7940
7FT9_4MB,13,1.8761
7FT9_4MB,14,4.4789
7FT9_4MB,15,0.6907
7FT9_4MB,16,1.7580
7FT9_4MB,17,1.3878
7FT9_4MB,18,5.6959
7FT9_4MB,19,1.5176
7FT9_4MB,2,1.1740
7FT9_4MB,20,1.8012
7FT9_4MB,21,1.1255
7FT9_4MB,22,1.0344
7FT9_4MB,23,5.5980
7FT9_4MB,24,1.4592
7FT9_4MB,25,5.7399
7FT9_4MB,26,1.2778
7FT9_4MB,27,2.0043
7FT9_4MB,28,1.5829
7FT9_4MB,29,1.2507
7FT9_4MB,3,1.9425
7FT9_4MB,30,0.8866
7FT9_4MB,31,1.2454
7FT9_4MB,32,5.6129
7FT9_4MB,33,0.7064
7FT9_4MB,34,1.3077
7FT9_4MB,35,1.2835
7FT9_4MB,36,1.5910
7FT9_4MB,37,1.1744
7FT9_4MB,38,1.5838
7FT9_4MB,39,1.4484
7FT9_4MB,4,1.1745
7FT9_4MB,5,1.0614
7FT9_4MB,6,1.8584
7FT9_4MB,7,1.1519
7FT9_4MB,8,4.1249
7FT9_4MB,9,5.4706
7JG0_GAR,0,1.7654
7JG0_GAR,1,1.5698
7JG0_GAR,10,1.6780
7JG0_GAR,11,1.6215
7JG0_GAR,12,1.4598
7JG0_GAR,13,1.8889
7JG0_GAR,14,1.7412
7JG0_GAR,15,2.2584
7JG0_GAR,16,0.9719
7JG0_GAR,17,1.5419
7JG0_GAR,18,1.4444
7JG0_GAR,19,1.4504
7JG0_GAR,2,1.8142
7JG0_GAR,20,1.2747
7JG0_GAR,21,1.1929
7JG0_GAR,22,1.9213
7JG0_GAR,23,2.5553
7JG0_GAR,24,2.3641
7JG0_GAR,25,2.8303
7JG0_GAR,26,1.6787
7JG0_GAR,27,1.8051
7JG0_GAR,28,1.5110
7JG0_GAR,29,1.3925
7JG0_GAR,3,2.6308
7JG0_GAR,30,2.1576
7JG0_GAR,31,1.8257
7JG0_GAR,32,1.7694
7JG0_GAR,33,2.0142
7JG0_GAR,34,1.9211
7JG0_GAR,35,1.2044
7JG0_GAR,36,1.3825
7JG0_GAR,37,1.3985
7JG0_GAR,38,2.1793
7JG0_GAR,39,1.3974
7JG0_GAR,4,1.3353
7JG0_GAR,5,1.6178
7JG0_GAR,6,2.1836
7JG0_GAR,7,1.4229
7JG0_GAR,8,1.0295
7JG0_GAR,9,2.7114
7JHQ_VAJ,0,6.9311
7JHQ_VAJ,1,1.3832
7JHQ_VAJ,10,1.4715
7JHQ_VAJ,11,1.4200
7JHQ_VAJ,12,7.1469
7JHQ_VAJ,13,6.9644
7JHQ_VAJ,14,7.0893
7JHQ_VAJ,15,1.6411
7JHQ_VAJ,16,1.9091
7JHQ_VAJ,17,1.7434
7JHQ_VAJ,18,7.2114
7JHQ_VAJ,19,1.5484
7JHQ_VAJ,2,1.6963
7JHQ_VAJ,20,2.1547
7JHQ_VAJ,21,7.1534
7JHQ_VAJ,22,2.6233
7JHQ_VAJ,23,2.9795
7JHQ_VAJ,24,1.5414
7JHQ_VAJ,25,7.1871
7JHQ_VAJ,26,3.0854
7JHQ_VAJ,27,7.0650
7JHQ_VAJ,28,7.0744
7JHQ_VAJ,29,2.1610
7JHQ_VAJ,3,7.1796
7JHQ_VAJ,30,1.4903
7JHQ_VAJ,31,7.2297
7JHQ_VAJ,32,7.0485
7JHQ_VAJ,33,1.1798
7JHQ_VAJ,34,7.1857
7JHQ_VAJ,35,1.3838
7JHQ_VAJ,36,1.6865
7JHQ_VAJ,37,7.1496
7JHQ_VAJ,38,7.1959
7JHQ_VAJ,39,7.0810
7JHQ_VAJ,4,7.0463
7JHQ_VAJ,5,1.8340
7JHQ_VAJ,6,7.1335
7JHQ_VAJ,7,2.5195
7JHQ_VAJ,8,1.2270
7JHQ_VAJ,9,1.3046
7JMV_4NC,0,0.5802
7JMV_4NC,1,1.0323
7JMV_4NC,10,2.0034
7JMV_4NC,11,0.7965
7JMV_4NC,12,0.3218
7JMV_4NC,13,0.3658
7JMV_4NC,14,0.3952
7JMV_4NC,15,2.0688
7JMV_4NC,16,1.9985
7JMV_4NC,17,1.4024
7JMV_4NC,18,2.1239
7JMV_4NC,19,0.3227
7JMV_4NC,2,1.2723
7JMV_4NC,20,2.1319
7JMV_4NC,21,0.9775
7JMV_4NC,22,2.1691
7JMV_4NC,23,2.0998
7JMV_4NC,24,0.6225
7JMV_4NC,25,0.8049
7JMV_4NC,26,2.0022
7JMV_4NC,27,1.9543
7JMV_4NC,28,1.0873
7JMV_4NC,29,0.2232
7JMV_4NC,3,4.2301
7JMV_4NC,30,1.7032
7JMV_4NC,31,2.1818
7JMV_4NC,32,2.0378
7JMV_4NC,33,0.8499
7JMV_4NC,34,0.8392
7JMV_4NC,35,0.9488
7JMV_4NC,36,0.2833
7JMV_4NC,37,0.8676
7JMV_4NC,38,0.6661
7JMV_4NC,39,1.6776
7JMV_4NC,4,0.3433
7JMV_4NC,5,2.1804
7JMV_4NC,6,0.9849
7JMV_4NC,7,0.4484
7JMV_4NC,8,0.2362
7JMV_4NC,9,0.3128
7JXX_VP7,0,1.4959
7JXX_VP7,1,0.7638
7JXX_VP7,10,1.3138
7JXX_VP7,11,1.8020
7JXX_VP7,12,1.2281
7JXX_VP7,13,0.7704
7JXX_VP7,14,4.5817
7JXX_VP7,15,1.0032
7JXX_VP7,16,4.1317
7JXX_VP7,17,5.8900
7JXX_VP7,18,1.8825
7JXX_VP7,19,0.9318
7JXX_VP7,2,7.9766
7JXX_VP7,20,3.7231
7JXX_VP7,21,1.1786
7JXX_VP7,22,1.2590
7JXX_VP7,23,1.1620
7JXX_VP7,24,0.9160
7JXX_VP7,25,3.9168
7JXX_VP7,26,1.1472
7JXX_VP7,27,0.8389
7JXX_VP7,28,0.8339
7JXX_VP7,29,1.8025
7JXX_VP7,3,1.0868
7JXX_VP7,30,0.8270
7JXX_VP7,31,5.9458
7JXX_VP7,32,4.1327
7JXX_VP7,33,1.0518
7JXX_VP7,34,7.2242
7JXX_VP7,35,0.7286
7JXX_VP7,36,1.1838
7JXX_VP7,37,0.7464
7JXX_VP7,38,0.9340
7JXX_VP7,39,0.9360
7JXX_VP7,4,4.4907
7JXX_VP7,5,5.4056
7JXX_VP7,6,2.2987
7JXX_VP7,7,1.8363
7JXX_VP7,8,0.8512
7JXX_VP7,9,1.1622
7JY3_VUD,0,6.5165
7JY3_VUD,1,3.8685
7JY3_VUD,10,0.9073
7JY3_VUD,11,3.4708
7JY3_VUD,12,3.7612
7JY3_VUD,13,3.3116
7JY3_VUD,14,1.5889
7JY3_VUD,15,3.3561
7JY3_VUD,16,3.3649
7JY3_VUD,17,2.2039
7JY3_VUD,18,3.6371
7JY3_VUD,19,6.8536
7JY3_VUD,2,3.3216
7JY3_VUD,20,3.2067
7JY3_VUD,21,1.1764
7JY3_VUD,22,3.9777
7JY3_VUD,23,4.2020
7JY3_VUD,24,4.4040
7JY3_VUD,25,3.8484
7JY3_VUD,26,3.4157
7JY3_VUD,27,4.0586
7JY3_VUD,28,3.3549
7JY3_VUD,29,2.5062
7JY3_VUD,3,4.2884
7JY3_VUD,30,3.3634
7JY3_VUD,31,4.6821
7JY3_VUD,32,2.1425
7JY3_VUD,33,5.3311
7JY3_VUD,34,4.7694
7JY3_VUD,35,3.3529
7JY3_VUD,36,3.3331
7JY3_VUD,37,3.0226
7JY3_VUD,38,1.5744
7JY3_VUD,39,4.3539
7JY3_VUD,4,4.1576
7JY3_VUD,5,3.7430
7JY3_VUD,6,3.0163
7JY3_VUD,7,3.5021
7JY3_VUD,8,1.6687
7JY3_VUD,9,4.6885
7K0V_VQP,0,1.9799
7K0V_VQP,1,1.8099
7K0V_VQP,10,1.8421
7K0V_VQP,11,1.8617
7K0V_VQP,12,1.9659
7K0V_VQP,13,0.8864
7K0V_VQP,14,1.9470
7K0V_VQP,15,1.8703
7K0V_VQP,16,0.8084
7K0V_VQP,17,0.5784
7K0V_VQP,18,1.9109
7K0V_VQP,19,0.5978
7K0V_VQP,2,1.8995
7K0V_VQP,20,1.7970
7K0V_VQP,21,0.4053
7K0V_VQP,22,0.3306
7K0V_VQP,23,1.9355
7K0V_VQP,24,0.8201
7K0V_VQP,25,1.8802
7K0V_VQP,26,1.9826
7K0V_VQP,27,2.0539
7K0V_VQP,28,1.8052
7K0V_VQP,29,1.8960
7K0V_VQP,3,1.8556
7K0V_VQP,30,1.8762
7K0V_VQP,31,0.8693
7K0V_VQP,32,1.9392
7K0V_VQP,33,0.5484
7K0V_VQP,34,2.0149
7K0V_VQP,35,1.2561
7K0V_VQP,36,2.0577
7K0V_VQP,37,1.8595
7K0V_VQP,38,1.7861
7K0V_VQP,39,0.3183
7K0V_VQP,4,1.8911
7K0V_VQP,5,0.4429
7K0V_VQP,6,1.8747
7K0V_VQP,7,0.3915
7K0V_VQP,8,2.0014
7K0V_VQP,9,0.5674
7KB1_WBJ,0,2.2042
7KB1_WBJ,1,1.2165
7KB1_WBJ,10,1.2855
7KB1_WBJ,11,2.2051
7KB1_WBJ,12,1.0156
7KB1_WBJ,13,1.8098
7KB1_WBJ,14,1.2140
7KB1_WBJ,15,0.9111
7KB1_WBJ,16,5.2562
7KB1_WBJ,17,1.9601
7KB1_WBJ,18,1.4641
7KB1_WBJ,19,1.3727
7KB1_WBJ,2,1.6421
7KB1_WBJ,20,1.1405
7KB1_WBJ,21,1.8245
7KB1_WBJ,22,2.1269
7KB1_WBJ,23,1.2258
7KB1_WBJ,24,1.5134
7KB1_WBJ,25,1.3471
7KB1_WBJ,26,1.6944
7KB1_WBJ,27,1.5961
7KB1_WBJ,28,1.3590
7KB1_WBJ,29,1.3160
7KB1_WBJ,3,1.4820
7KB1_WBJ,30,1.6315
7KB1_WBJ,31,0.9447
7KB1_WBJ,32,1.0477
7KB1_WBJ,33,1.2251
7KB1_WBJ,34,1.3634
7KB1_WBJ,35,1.1581
7KB1_WBJ,36,2.2664
7KB1_WBJ,37,1.2857
7KB1_WBJ,38,1.8618
7KB1_WBJ,39,2.3175
7KB1_WBJ,4,1.2655
7KB1_WBJ,5,1.2418
7KB1_WBJ,6,1.2812
7KB1_WBJ,7,1.7523
7KB1_WBJ,8,1.3312
7KB1_WBJ,9,1.2793
7KC5_BJZ,0,1.1488
7KC5_BJZ,1,1.4952
7KC5_BJZ,10,0.9940
7KC5_BJZ,11,1.6956
7KC5_BJZ,12,1.3843
7KC5_BJZ,13,2.5369
7KC5_BJZ,14,1.4246
7KC5_BJZ,15,1.0580
7KC5_BJZ,16,1.1068
7KC5_BJZ,17,1.7107
7KC5_BJZ,18,0.7143
7KC5_BJZ,19,1.0986
7KC5_BJZ,2,2.5023
7KC5_BJZ,20,1.0277
7KC5_BJZ,21,1.2998
7KC5_BJZ,22,3.9977
7KC5_BJZ,23,1.0297
7KC5_BJZ,24,1.4996
7KC5_BJZ,25,1.3866
7KC5_BJZ,26,0.9689
7KC5_BJZ,27,1.6063
7KC5_BJZ,28,1.9894
7KC5_BJZ,29,1.5698
7KC5_BJZ,3,1.3129
7KC5_BJZ,30,0.2969
7KC5_BJZ,31,1.0414
7KC5_BJZ,32,1.3898
7KC5_BJZ,33,1.1567
7KC5_BJZ,34,1.8717
7KC5_BJZ,35,2.4314
7KC5_BJZ,36,1.0260
7KC5_BJZ,37,2.2748
7KC5_BJZ,38,2.1020
7KC5_BJZ,39,1.9798
7KC5_BJZ,4,1.3556
7KC5_BJZ,5,2.5832
7KC5_BJZ,6,0.8071
7KC5_BJZ,7,0.8991
7KC5_BJZ,8,0.7751
7KC5_BJZ,9,4.3246
7KM8_WPD,0,2.0977
7KM8_WPD,1,2.0310
7KM8_WPD,10,1.2734
7KM8_WPD,11,2.3709
7KM8_WPD,12,2.7060
7KM8_WPD,13,1.5137
7KM8_WPD,14,2.5860
7KM8_WPD,15,1.9167
7KM8_WPD,16,2.4815
7KM8_WPD,17,2.2673
7KM8_WPD,18,2.2563
7KM8_WPD,19,2.7804
7KM8_WPD,2,1.7101
7KM8_WPD,20,2.7040
7KM8_WPD,21,1.9637
7KM8_WPD,22,1.8279
7KM8_WPD,23,2.3363
7KM8_WPD,24,2.6806
7KM8_WPD,25,2.7026
7KM8_WPD,26,2.5209
7KM8_WPD,27,1.6205
7KM8_WPD,28,2.7937
7KM8_WPD,29,1.7865
7KM8_WPD,3,2.6167
7KM8_WPD,30,1.1647
7KM8_WPD,31,1.6835
7KM8_WPD,32,1.8487
7KM8_WPD,33,1.6743
7KM8_WPD,34,1.4627
7KM8_WPD,35,2.7904
7KM8_WPD,36,1.9535
7KM8_WPD,37,2.4951
7KM8_WPD,38,1.6576
7KM8_WPD,39,2.6140
7KM8_WPD,4,2.5383
7KM8_WPD,5,2.9957
7KM8_WPD,6,2.6042
7KM8_WPD,7,2.6625
7KM8_WPD,8,2.4075
7KM8_WPD,9,1.6830
7KQU_YOF,0,1.0202
7KQU_YOF,1,2.0937
7KQU_YOF,10,2.3232
7KQU_YOF,11,1.8075
7KQU_YOF,12,1.0624
7KQU_YOF,13,2.2808
7KQU_YOF,14,2.0303
7KQU_YOF,15,1.9646
7KQU_YOF,16,2.3467
7KQU_YOF,17,1.6741
7KQU_YOF,18,2.2309
7KQU_YOF,19,2.1903
7KQU_YOF,2,1.2168
7KQU_YOF,20,2.3497
7KQU_YOF,21,2.0820
7KQU_YOF,22,1.3442
7KQU_YOF,23,1.9595
7KQU_YOF,24,2.1160
7KQU_YOF,25,1.3515
7KQU_YOF,26,2.4153
7KQU_YOF,27,1.0847
7KQU_YOF,28,1.0974
7KQU_YOF,29,1.2324
7KQU_YOF,3,2.2967
7KQU_YOF,30,1.3341
7KQU_YOF,31,2.0217
7KQU_YOF,32,1.0254
7KQU_YOF,33,1.3113
7KQU_YOF,34,2.2633
7KQU_YOF,35,1.0934
7KQU_YOF,36,1.0962
7KQU_YOF,37,5.9264
7KQU_YOF,38,2.2701
7KQU_YOF,39,1.2211
7KQU_YOF,4,1.9020
7KQU_YOF,5,1.2260
7KQU_YOF,6,2.0415
7KQU_YOF,7,1.1829
7KQU_YOF,8,1.4439
7KQU_YOF,9,1.1000
7KRU_ATP,0,0.6837
7KRU_ATP,1,0.8153
7KRU_ATP,10,1.8793
7KRU_ATP,11,0.7525
7KRU_ATP,12,1.8271
7KRU_ATP,13,1.1159
7KRU_ATP,14,1.8415
7KRU_ATP,15,1.0282
7KRU_ATP,16,1.6204
7KRU_ATP,17,1.8160
7KRU_ATP,18,0.9750
7KRU_ATP,19,1.8895
7KRU_ATP,2,0.9195
7KRU_ATP,20,0.9790
7KRU_ATP,21,1.0198
7KRU_ATP,22,0.8307
7KRU_ATP,23,1.9288
7KRU_ATP,24,1.1657
7KRU_ATP,25,1.2288
7KRU_ATP,26,1.3580
7KRU_ATP,27,3.4073
7KRU_ATP,28,2.2625
7KRU_ATP,29,1.1472
7KRU_ATP,3,0.9087
7KRU_ATP,30,0.5784
7KRU_ATP,31,1.8758
7KRU_ATP,32,1.9765
7KRU_ATP,33,1.7630
7KRU_ATP,34,2.0346
7KRU_ATP,35,0.9802
7KRU_ATP,36,1.0169
7KRU_ATP,37,1.3891
7KRU_ATP,38,0.4590
7KRU_ATP,39,2.0977
7KRU_ATP,4,2.3173
7KRU_ATP,5,1.3020
7KRU_ATP,6,1.2945
7KRU_ATP,7,0.7544
7KRU_ATP,8,1.7027
7KRU_ATP,9,0.9040
7KZ9_XN7,0,5.6937
7KZ9_XN7,1,1.3855
7KZ9_XN7,10,1.2891
7KZ9_XN7,11,1.1627
7KZ9_XN7,12,5.6044
7KZ9_XN7,13,5.7155
7KZ9_XN7,14,1.0681
7KZ9_XN7,15,5.4945
7KZ9_XN7,16,5.8399
7KZ9_XN7,17,5.4494
7KZ9_XN7,18,1.6226
7KZ9_XN7,19,5.4501
7KZ9_XN7,2,5.4523
7KZ9_XN7,20,1.1227
7KZ9_XN7,21,5.6469
7KZ9_XN7,22,1.5750
7KZ9_XN7,23,5.8470
7KZ9_XN7,24,5.7396
7KZ9_XN7,25,5.5889
7KZ9_XN7,26,5.7572
7KZ9_XN7,27,5.7794
7KZ9_XN7,28,1.1545
7KZ9_XN7,29,1.2464
7KZ9_XN7,3,1.2877
7KZ9_XN7,30,5.6014
7KZ9_XN7,31,5.7215
7KZ9_XN7,32,1.7040
7KZ9_XN7,33,5.8345
7KZ9_XN7,34,5.7113
7KZ9_XN7,35,5.6454
7KZ9_XN7,36,0.8015
7KZ9_XN7,37,1.9286
7KZ9_XN7,38,1.4393
7KZ9_XN7,39,6.0893
7KZ9_XN7,4,5.8681
7KZ9_XN7,5,5.5244
7KZ9_XN7,6,1.9445
7KZ9_XN7,7,5.7460
7KZ9_XN7,8,1.3988
7KZ9_XN7,9,5.4724
7L00_XCJ,0,1.9998
7L00_XCJ,1,9.5335
7L00_XCJ,10,2.0647
7L00_XCJ,11,1.8889
7L00_XCJ,12,1.5710
7L00_XCJ,13,1.3112
7L00_XCJ,14,10.0113
7L00_XCJ,15,1.1994
7L00_XCJ,16,1.3242
7L00_XCJ,17,2.1631
7L00_XCJ,18,1.2810
7L00_XCJ,19,1.4576
7L00_XCJ,2,0.7006
7L00_XCJ,20,1.6197
7L00_XCJ,21,1.0137
7L00_XCJ,22,1.6796
7L00_XCJ,23,2.2409
7L00_XCJ,24,0.8125
7L00_XCJ,25,9.8892
7L00_XCJ,26,1.3646
7L00_XCJ,27,0.8499
7L00_XCJ,28,2.3651
7L00_XCJ,29,1.3627
7L00_XCJ,3,2.0269
7L00_XCJ,30,9.8380
7L00_XCJ,31,9.7460
7L00_XCJ,32,1.0262
7L00_XCJ,33,1.7221
7L00_XCJ,34,10.0080
7L00_XCJ,35,1.2647
7L00_XCJ,36,1.8067
7L00_XCJ,37,2.3113
7L00_XCJ,38,0.9404
7L00_XCJ,39,1.3171
7L00_XCJ,4,10.0518
7L00_XCJ,5,1.6450
7L00_XCJ,6,2.1942
7L00_XCJ,7,1.8364
7L00_XCJ,8,0.9357
7L00_XCJ,9,1.0668
7L03_F9F,0,1.2458
7L03_F9F,1,1.1626
7L03_F9F,10,1.3436
7L03_F9F,11,1.0829
7L03_F9F,12,0.7241
7L03_F9F,13,1.0033
7L03_F9F,14,1.9224
7L03_F9F,15,1.3055
7L03_F9F,16,1.3351
7L03_F9F,17,1.3201
7L03_F9F,18,1.1967
7L03_F9F,19,1.1127
7L03_F9F,2,1.3096
7L03_F9F,20,1.8306
7L03_F9F,21,1.4418
7L03_F9F,22,1.5422
7L03_F9F,23,0.6374
7L03_F9F,24,1.0427
7L03_F9F,25,1.0592
7L03_F9F,26,1.1773
7L03_F9F,27,1.3596
7L03_F9F,28,1.2643
7L03_F9F,29,1.4080
7L03_F9F,3,0.9194
7L03_F9F,30,0.8578
7L03_F9F,31,1.7901
7L03_F9F,32,1.5013
7L03_F9F,33,1.5340
7L03_F9F,34,1.3338
7L03_F9F,35,0.7863
7L03_F9F,36,1.0111
7L03_F9F,37,1.1336
7L03_F9F,38,0.7318
7L03_F9F,39,1.0764
7L03_F9F,4,1.1324
7L03_F9F,5,0.9573
7L03_F9F,6,0.7298
7L03_F9F,7,1.3244
7L03_F9F,8,0.7686
7L03_F9F,9,1.0231
7L5F_XNG,0,8.2638
7L5F_XNG,1,1.7385
7L5F_XNG,10,1.7588
7L5F_XNG,11,1.8685
7L5F_XNG,12,7.6820
7L5F_XNG,13,8.9804
7L5F_XNG,14,1.8025
7L5F_XNG,15,2.2509
7L5F_XNG,16,2.2730
7L5F_XNG,17,2.2739
7L5F_XNG,18,1.9729
7L5F_XNG,19,7.5077
7L5F_XNG,2,1.8625
7L5F_XNG,20,2.0501
7L5F_XNG,21,8.6792
7L5F_XNG,22,1.9674
7L5F_XNG,23,5.9599
7L5F_XNG,24,1.6765
7L5F_XNG,25,1.5516
7L5F_XNG,26,1.6467
7L5F_XNG,27,6.4366
7L5F_XNG,28,2.8888
7L5F_XNG,29,8.2513
7L5F_XNG,3,7.5686
7L5F_XNG,30,1.8776
7L5F_XNG,31,1.9754
7L5F_XNG,32,1.4524
7L5F_XNG,33,2.9299
7L5F_XNG,34,8.4858
7L5F_XNG,35,8.1889
7L5F_XNG,36,2.0503
7L5F_XNG,37,1.6156
7L5F_XNG,38,2.0474
7L5F_XNG,39,1.6471
7L5F_XNG,4,2.2086
7L5F_XNG,5,2.8414
7L5F_XNG,6,3.9002
7L5F_XNG,7,8.2612
7L5F_XNG,8,2.5803
7L5F_XNG,9,7.6313
7L7C_XQ1,0,2.1384
7L7C_XQ1,1,2.6964
7L7C_XQ1,10,1.0582
7L7C_XQ1,11,0.9374
7L7C_XQ1,12,1.9931
7L7C_XQ1,13,1.1199
7L7C_XQ1,14,2.0695
7L7C_XQ1,15,2.0356
7L7C_XQ1,16,1.5077
7L7C_XQ1,17,1.9686
7L7C_XQ1,18,2.0528
7L7C_XQ1,19,0.8038
7L7C_XQ1,2,2.6444
7L7C_XQ1,20,2.0408
7L7C_XQ1,21,2.4713
7L7C_XQ1,22,2.0558
7L7C_XQ1,23,2.7756
7L7C_XQ1,24,2.7875
7L7C_XQ1,25,0.9070
7L7C_XQ1,26,0.7474
7L7C_XQ1,27,0.9547
7L7C_XQ1,28,0.9868
7L7C_XQ1,29,1.2235
7L7C_XQ1,3,2.0494
7L7C_XQ1,30,2.1185
7L7C_XQ1,31,0.9928
7L7C_XQ1,32,1.4075
7L7C_XQ1,33,2.0574
7L7C_XQ1,34,1.0414
7L7C_XQ1,35,2.9096
7L7C_XQ1,36,2.1173
7L7C_XQ1,37,2.0252
7L7C_XQ1,38,2.2788
7L7C_XQ1,39,2.5806
7L7C_XQ1,4,2.9585
7L7C_XQ1,5,2.7578
7L7C_XQ1,6,0.7325
7L7C_XQ1,7,1.0286
7L7C_XQ1,8,2.0121
7L7C_XQ1,9,0.4788
7LCU_XTA,0,1.6687
7LCU_XTA,1,1.1329
7LCU_XTA,10,2.0316
7LCU_XTA,11,1.1673
7LCU_XTA,12,1.6752
7LCU_XTA,13,1.6316
7LCU_XTA,14,1.7633
7LCU_XTA,15,1.3603
7LCU_XTA,16,9.5523
7LCU_XTA,17,1.5914
7LCU_XTA,18,2.0047
7LCU_XTA,19,2.0960
7LCU_XTA,2,1.5049
7LCU_XTA,20,2.3130
7LCU_XTA,21,10.7500
7LCU_XTA,22,1.3046
7LCU_XTA,23,2.4062
7LCU_XTA,24,1.3883
7LCU_XTA,25,0.8181
7LCU_XTA,26,1.6950
7LCU_XTA,27,10.6701
7LCU_XTA,28,1.3808
7LCU_XTA,29,2.0943
7LCU_XTA,3,1.0186
7LCU_XTA,30,1.6850
7LCU_XTA,31,10.8316
7LCU_XTA,32,1.3847
7LCU_XTA,33,2.4240
7LCU_XTA,34,1.0064
7LCU_XTA,35,2.2399
7LCU_XTA,36,1.9740
7LCU_XTA,37,1.4659
7LCU_XTA,38,9.8930
7LCU_XTA,39,1.6022
7LCU_XTA,4,2.3680
7LCU_XTA,5,0.9000
7LCU_XTA,6,10.5080
7LCU_XTA,7,1.2100
7LCU_XTA,8,1.7633
7LCU_XTA,9,2.4120
7LEV_0JO,0,1.4945
7LEV_0JO,1,5.5253
7LEV_0JO,10,2.1955
7LEV_0JO,11,1.3649
7LEV_0JO,12,1.1972
7LEV_0JO,13,5.6909
7LEV_0JO,14,1.0422
7LEV_0JO,15,0.9485
7LEV_0JO,16,1.0312
7LEV_0JO,17,1.5775
7LEV_0JO,18,5.5261
7LEV_0JO,19,1.8993
7LEV_0JO,2,5.1016
7LEV_0JO,20,5.8344
7LEV_0JO,21,5.5328
7LEV_0JO,22,1.9969
7LEV_0JO,23,5.3828
7LEV_0JO,24,5.7251
7LEV_0JO,25,5.8092
7LEV_0JO,26,5.6591
7LEV_0JO,27,1.4657
7LEV_0JO,28,5.6943
7LEV_0JO,29,2.0428
7LEV_0JO,3,1.3804
7LEV_0JO,30,0.8504
7LEV_0JO,31,5.4698
7LEV_0JO,32,5.9365
7LEV_0JO,33,5.7955
7LEV_0JO,34,5.7059
7LEV_0JO,35,5.4854
7LEV_0JO,36,5.2580
7LEV_0JO,37,1.3346
