arm,complex,n,trifft,konz_avg,neg_eff_moden,konz_complete,konz_single,konz_dbscan,konz_hdbscan,p_agree,neg_mittel_rmsd,neg_nn_median,lokal_dichte,stabil_halb,z_marge
Separate,7C8Q_DSG,40,False,0.5,-3.2905602572363146,0.325,1.0,1.0,0.5,0.3282051282051282,-2.6120824928467092,-0.9727547764778137,0.5,0.173,2.5341516024551622
Separate,7CD9_FVR,40,False,0.25,-13.006898252484735,0.1,0.8,0.8,0.025,0.13846153846153847,-3.0635505485993164,-1.5147628784179688,0.275,0.031,2.5305972104519103
Separate,7CIJ_G0C,40,True,0.525,-2.426353475907562,0.4,0.55,0.55,0.575,0.41025641025641024,-3.5458267175998444,-0.9207113981246948,0.425,1.0,3.3979858659951354
Separate,7D5C_GV6,40,True,0.45,-5.887754304597159,0.375,0.75,0.75,0.45,0.29743589743589743,-2.6213489674604857,-1.298493206501007,0.525,0.225,4.588023469361208
Separate,7DQL_4CL,41,False,0.4878048780487805,-2.970971549413817,0.4878048780487805,0.4878048780487805,0.4878048780487805,0.4878048780487805,0.36097560975609755,-1.9610590771113228,-0.17219983041286469,0.4878048780487805,0.428,2.2508208214821095
Separate,7ES1_UDP,40,True,0.875,-1.6414072918488944,0.45,0.975,0.975,0.65,0.7974358974358975,-1.8099221866864426,-0.8003966212272644,0.9,1.0,1.5062524258519483
Separate,7F8T_FAD,40,False,0.05,-36.050018504433254,0.05,0.05,0.025,0.375,0.0038461538461538464,-6.2682707013228,-2.8179737329483032,0.025,0.0,0.6871838128575339
Separate,7JG0_GAR,40,True,0.775,-2.4855304311750155,0.45,0.975,0.975,0.025,0.5423076923076923,-1.9092258843091818,-1.032859206199646,0.75,0.711,3.5198156254519395
Separate,7JMV_4NC,40,True,0.675,-2.0518002420162644,0.675,0.975,0.975,0.675,0.6333333333333333,-1.485939802133884,-0.3133929967880249,0.775,1.0,1.4482664878420903
Separate,7JY3_VUD,40,True,0.175,-20.29280804118646,0.125,0.225,0.225,0.3,0.05,-3.999837952928665,-1.702444851398468,0.125,0.118,2.051091049842666
Separate,7KB1_WBJ,40,True,0.85,-1.6327949981247791,0.825,0.975,0.975,0.85,0.7833333333333333,-1.6218620667854944,-0.6974837779998779,0.9,0.732,3.124788734616552
Separate,7L00_XCJ,40,True,0.625,-3.467820504324374,0.325,0.825,0.825,0.825,0.45,-4.166085637532747,-0.9962453246116638,0.65,0.993,1.5340104474510188
Separate,7LCU_XTA,40,True,0.65,-3.857777909644131,0.2,0.85,0.85,0.85,0.46153846153846156,-4.06210476450431,-1.122846245765686,0.7,0.351,1.977395832043329
Separate,7N6F_0I1,40,True,0.425,-4.054917083613059,0.225,0.425,0.425,0.425,0.28974358974358977,-3.9074170848497976,-1.0992881059646606,0.35,0.424,0.5538450229900913
Separate,7NFB_GEN,40,True,0.65,-1.9106560008522477,0.65,1.0,1.0,0.65,0.5346153846153846,-1.3547336951184732,-0.18891651928424835,0.35,1.0,1.5901822061122812
Separate,7NLV_UJE,40,True,0.975,-1.1240147218730305,0.875,0.975,0.975,0.45,0.9487179487179487,-1.332551769950451,-0.7363233268260956,0.975,1.0,1.6163306809787332
Separate,7NR8_UOE,40,True,0.375,-7.402291419594026,0.15,0.725,0.725,0.825,0.2,-5.5127134900826675,-1.4593330025672913,0.475,0.99,4.447954733843847
Separate,7NUT_GLP,40,False,0.475,-2.6901680074286225,0.45,0.925,0.925,0.475,0.4153846153846154,-2.438146475301339,-0.8384343087673187,0.475,0.714,2.6071894721609423
Separate,7O1T_5X8,40,True,0.45,-3.716947082897415,0.175,0.975,0.975,0.5,0.2948717948717949,-2.2498203830077097,-1.2014392614364624,0.225,0.595,1.0262778557567338
Separate,7ODY_DGI,40,True,0.675,-2.0518002420162644,0.525,0.975,0.975,0.675,0.5269230769230769,-1.8069449248604286,-0.7520557940006256,0.675,1.0,2.0856646914069765
Separate,7OEO_V9Z,40,False,0.325,-11.024708640527075,0.125,0.625,0.625,0.65,0.1794871794871795,-3.75798124113144,-1.432686448097229,0.075,0.001,2.4257964042430995
Separate,7OP9_06K,41,False,0.36585365853658536,-5.308265605847912,0.36585365853658536,0.3902439024390244,0.3902439024390244,0.4146341463414634,0.2146341463414634,-2.707288316310179,-0.4937082827091217,0.2682926829268293,0.496,1.1857388998380254
Separate,7OZC_G6S,40,False,0.65,-2.6696345781351574,0.325,0.85,0.85,0.85,0.4653846153846154,-2.7817579766878713,-0.9024531245231628,0.1,0.189,3.005365513168205
Separate,7PGX_FMN,40,True,0.425,-3.587724138699397,0.425,0.775,0.775,0.8,0.45256410256410257,-2.8484950784689342,-1.0606802701950073,0.625,0.999,1.7850064851318186
Separate,7PIH_7QW,40,False,0.5,-2.2087015352140016,0.375,1.0,1.0,0.5,0.48717948717948717,-1.9442430043831849,-0.8600566983222961,0.55,0.783,1.1513942295282071
Separate,7POM_7VZ,40,True,0.85,-1.8387336234420282,0.675,0.925,0.925,0.3,0.732051282051282,-1.9770114712608167,-0.8420874178409576,0.85,1.0,1.8866135417043035
Separate,7Q2B_M6H,40,True,1.0,-1.0,0.875,1.0,1.0,0.5,0.9692307692307692,-1.146764106150621,-0.40901167690753937,1.0,1.0,1.446722499697857
Separate,7Q5I_I0F,40,True,0.975,-1.1240147218730305,0.625,1.0,1.0,0.65,0.9333333333333333,-1.432428945448154,-0.72113236784935,1.0,1.0,2.749385562900845
Separate,7R3D_APR,40,False,0.475,-4.1502119766170065,0.175,1.0,1.0,0.275,0.33974358974358976,-2.1599448080246266,-1.3169185519218445,0.075,0.0,2.9487570420431037
Separate,7ROR_69X,40,True,0.875,-1.6414072918488944,0.5,0.9,0.9,0.9,0.6012820512820513,-1.9828314827802853,-1.1075934171676636,0.8,1.0,3.468817183142598
Separate,7RSV_7IQ,40,True,0.85,-1.9286410758914676,0.425,0.85,0.85,0.425,0.6974358974358974,-2.188234866544222,-0.4049080014228821,0.85,0.999,1.588355466765643
Separate,7RZL_NPO,40,False,0.425,-2.7507791292600308,0.3,1.0,1.0,0.35,0.44358974358974357,-2.2198441432072564,-0.5620062053203583,0.425,1.0,1.185681690945346
Separate,7SDD_4IP,40,False,0.125,-22.239778593339224,0.1,0.175,0.175,0.2,0.03461538461538462,-4.346464051955786,-1.8462945818901062,0.05,0.129,2.8789359457438266
Separate,7T3E_SLB,40,True,0.9,-1.5358055788975222,0.325,0.95,0.95,0.025,0.75,-1.7969242313733467,-1.0980224609375,0.9,1.0,3.232744550202292
Separate,7TBU_S3P,40,True,0.425,-4.692107771924091,0.425,0.45,0.45,0.45,0.25,-3.517606976475471,-0.7220422625541687,0.425,0.997,2.1745374077537005
Separate,7TE8_P0T,40,True,0.425,-3.8695938892489177,0.375,0.475,0.475,0.475,0.3076923076923077,-3.657491098382534,-0.8170578181743622,0.475,0.927,1.8265661824729218
Separate,7TXK_LW8,40,True,0.9,-1.5358055788975222,0.6,0.9,0.9,0.6,0.8012820512820513,-1.8012606009458885,-0.536049872636795,0.9,1.0,1.9729186673885042
Separate,7TYP_KUR,40,True,0.175,-12.57647403137264,0.15,0.55,0.55,0.9,0.10128205128205128,-4.41890697922462,-1.3955732583999634,0.225,0.177,5.466100660977524
Separate,7U0U_FK5,40,False,0.025,-40.0,0.025,0.025,0.025,0.175,0.0,-6.8394097979252155,-3.3436319828033447,0.025,0.0,0.4353290700962739
Separate,7UJ4_OQ4,40,False,0.05,-34.82202253184501,0.05,0.05,0.025,0.525,0.005128205128205128,-7.842453658275115,-2.532376766204834,0.025,0.0,0.6541327043208014
Separate,7UJF_R3V,40,True,1.0,-1.0,0.875,1.0,1.0,0.375,0.9012820512820513,-1.3632704309928112,-0.6953428387641907,1.0,1.0,1.9874710757117777
Separate,7UQ3_O2U,41,True,0.6097560975609756,-2.1384747293675757,0.6097560975609756,0.975609756097561,0.975609756097561,0.6097560975609756,0.5182926829268293,-1.6006028755954127,-0.34248414635658264,0.6341463414634146,0.989,2.212423435004372
Separate,7USH_82V,40,True,0.725,-2.6963722557681784,0.35,0.725,0.725,0.425,0.441025641025641,-3.2816313195687075,-0.5089690089225769,0.55,0.999,0.9329494557443702
Separate,7UY4_SMI,40,False,0.275,-12.929539724399394,0.125,0.425,0.425,0.85,0.11666666666666667,-3.871442146713917,-1.3206447958946228,0.15,0.013,0.8211425448800425
Separate,7VC5_9SF,40,True,0.5,-2.2087015352140016,0.275,1.0,1.0,0.525,0.5038461538461538,-1.9300719465200717,-0.8627321422100067,0.5,0.823,2.1599892738896607
Separate,7VQ9_ISY,40,False,0.2,-12.751312823125003,0.15,0.775,0.775,0.15,0.14358974358974358,-3.4722789099583258,-1.4934795498847961,0.125,0.505,0.8393101990665921
Separate,7W05_GMP,40,False,0.3,-7.70630365290246,0.15,0.525,0.525,0.525,0.16666666666666666,-2.9818336439438355,-1.2006316781044006,0.15,0.686,2.448988510440997
Separate,7WKL_CAQ,40,False,1.0,-1.0,0.8,1.0,1.0,0.9,0.9487179487179487,-0.834360211629134,-0.1663385033607483,0.625,0.519,0.8971698227746949
Separate,7WL4_JFU,40,True,0.5,-3.7082748169295097,0.25,0.575,0.575,0.575,0.31153846153846154,-3.8696521919507245,-0.9649378657341003,0.525,0.577,1.9286008932445153
Separate,7Z7F_IF3,40,True,0.475,-4.188454934235805,0.475,0.475,0.475,0.475,0.28205128205128205,-2.9716337932225985,-0.4473070502281189,0.15,0.656,2.4616222707097046
Separate,7ZF0_DHR,40,True,0.625,-2.452119394545518,0.575,1.0,1.0,0.475,0.6679487179487179,-1.735553059937098,-0.6306035816669464,0.9,1.0,0.8312057236751511
Separate,7ZOC_T8E,40,True,1.0,-1.0,0.375,1.0,1.0,0.45,0.9461538461538461,-1.4469202381678117,-0.7318724393844604,0.975,1.0,1.4546741983841671
Separate,8A1H_DLZ,40,True,0.45,-5.5211921861872595,0.25,0.525,0.525,0.65,0.23974358974358975,-3.778342397396381,-1.2444952130317688,0.25,0.875,2.9939348501232588
Separate,8AAU_LH0,40,True,0.75,-2.0587378678665478,0.75,0.75,0.75,0.75,0.5935897435897436,-2.46028492634113,-0.6991982460021973,0.75,1.0,1.6192423914814646
Separate,8AIE_M7L,40,False,0.375,-4.503966423670056,0.35,0.65,0.65,0.425,0.3038461538461538,-3.310218777412023,-0.8540934920310974,0.35,0.848,2.4118585828661416
Separate,8D5D_5DK,40,True,0.45,-5.715896608146761,0.2,0.525,0.525,0.525,0.24743589743589745,-4.125935259690651,-1.1283501386642456,0.375,0.909,2.7232552568121684
Separate,8GFD_ZHR,40,False,0.075,-32.06785403228414,0.075,0.1,0.1,0.575,0.011538461538461539,-5.410858902564415,-2.109522581100464,0.025,0.0,2.631774153765701
Separate,8SLG_G5A,40,False,0.775,-1.9667442853731198,0.75,1.0,1.0,0.8,0.6871794871794872,-1.6303289733636073,-0.8717201352119446,0.1,0.25,3.1416738428498574
